region_id,Median_age_of_persons_Census_year_2001,Median_age_of_persons_Census_year_2006,Median_age_of_persons_Census_year_2011,Median_mortgage_repayment_monthly_Census_year_2001,Median_mortgage_repayment_monthly_Census_year_2006,Median_mortgage_repayment_monthly_Census_year_2011,Median_total_personal_income_weekly_Census_year_2001,Median_total_personal_income_weekly_Census_year_2006,Median_total_personal_income_weekly_Census_year_2011,Median_rent_weekly_Census_year_2001,Median_rent_weekly_Census_year_2006,Median_rent_weekly_Census_year_2011,Median_total_family_income_weekly_Census_year_2001,Median_total_family_income_weekly_Census_year_2006,Median_total_family_income_weekly_Census_year_2011,Average_number_of_persons_per_bedroom_Census_year_2001,Average_number_of_persons_per_bedroom_Census_year_2006,Average_number_of_persons_per_bedroom_Census_year_2011,Median_total_household_income_weekly_Census_year_2001,Median_total_household_income_weekly_Census_year_2006,Median_total_household_income_weekly_Census_year_2011,Average_household_size_Census_year_2001,Average_household_size_Census_year_2006,Average_household_size_Census_year_2011
21301,32,34,34,845,1170,1560,307,351,422,148,170,265,857,1018,1179,1.2,1.1,1.1,789,903,1093,3.1,3.0,3.0
21302,35,37,38,960,1300,1827,387,469,595,160,190,286,987,1227,1612,1.1,1.1,1.1,837,1043,1307,2.6,2.6,2.5
21303,35,34,34,900,1430,2000,314,419,571,130,170,280,842,1132,1525,1.2,1.2,1.2,691,932,1252,2.4,2.4,2.5
21304,30,31,32,867,1300,1733,409,497,602,140,180,261,1012,1219,1486,1.1,1.1,1.1,926,1127,1347,3.0,2.9,2.9
21305,31,32,31,810,1300,1798,424,508,625,150,185,280,1024,1248,1539,1.1,1.1,1.1,932,1147,1407,3.0,2.9,2.9
21401,34,36,37,780,1200,1647,382,459,566,145,180,265,924,1136,1396,1.1,1.1,1.1,770,955,1138,2.6,2.5,2.5
21402,39,41,43,845,1300,1733,361,438,539,135,175,260,881,1126,1351,1.1,1.1,1.1,716,913,1053,2.5,2.5,2.4
21501,39,42,43,533,758,997,325,392,481,85,110,145,759,1004,1093,1.1,1.1,1.1,606,738,857,2.4,2.4,2.3
21502,35,37,39,650,1000,1270,336,396,464,120,150,170,780,1025,1092,1.1,1.1,1.1,659,783,878,2.6,2.5,2.5
21503,38,40,42,563,806,1054,327,384,451,90,110,140,742,965,1022,1.1,1.1,1.1,602,723,817,2.5,2.5,2.4
21601,37,40,42,715,1000,1300,344,397,470,100,135,170,811,1033,1100,1.1,1.1,1.1,682,791,886,2.6,2.5,2.4
21602,39,41,43,688,975,1200,328,380,437,100,132,160,773,971,1001,1.1,1.1,1.1,638,751,825,2.5,2.5,2.4
21603,34,36,37,758,1083,1300,364,428,512,125,150,185,855,1071,1206,1.1,1.1,1.1,722,885,977,2.7,2.6,2.5
21701,38,41,43,542,867,1101,329,416,488,85,120,155,786,1070,1183,1.1,1.1,1.1,635,817,905,2.5,2.4,2.3
21702,37,38,40,650,975,1300,338,422,517,100,140,185,792,1071,1230,1.1,1.1,1.1,660,845,973,2.6,2.5,2.5
29797,38,44,43,0,0,0,1217,1494,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,33,35,37,867,1300,1993,409,514,641,170,235,350,1016,1296,1682,1.1,1.1,1.1,918,1177,1475,2.9,2.8,2.8
30102,39,40,41,923,1442,2100,357,468,576,165,245,350,925,1225,1561,1.1,1.1,1.1,781,1074,1287,2.6,2.6,2.6
30103,36,37,37,900,1450,2167,385,520,685,165,240,360,940,1281,1772,1.1,1.1,1.1,794,1111,1482,2.5,2.6,2.6
30201,36,38,38,975,1387,2000,437,558,700,180,240,360,1152,1453,1886,1.0,1.0,1.0,1018,1247,1635,2.8,2.7,2.7
30202,37,37,37,867,1387,2069,391,530,680,160,220,330,947,1281,1753,1.1,1.1,1.1,763,1072,1373,2.3,2.4,2.4
30203,35,36,35,867,1300,2000,390,522,686,150,210,325,928,1225,1690,1.1,1.1,1.1,748,1036,1380,2.3,2.3,2.4
30204,36,37,38,836,1300,1950,361,488,621,150,210,320,887,1198,1569,1.1,1.1,1.1,739,1027,1284,2.5,2.5,2.5
30301,35,36,36,1000,1517,2167,430,567,718,180,250,375,1114,1517,2039,1.1,1.1,1.1,949,1267,1689,2.6,2.6,2.6
30302,34,34,33,975,1495,2167,419,582,732,150,210,320,1049,1438,1945,1.1,1.1,1.1,766,1102,1459,2.2,2.3,2.3
30303,35,35,35,914,1400,2000,373,490,581,175,240,360,1000,1307,1660,1.1,1.1,1.1,867,1150,1435,2.7,2.7,2.8
30304,35,35,34,867,1400,2000,367,484,593,160,220,320,950,1280,1677,1.1,1.1,1.1,774,1080,1363,2.4,2.5,2.6
30305,32,33,33,938,1400,2000,401,512,625,170,245,360,1002,1277,1642,1.1,1.1,1.1,924,1200,1538,2.9,3.0,3.0
30306,32,33,33,908,1300,1900,373,444,501,180,250,360,974,1208,1402,1.1,1.1,1.1,890,1113,1313,2.9,2.9,2.9
30401,34,36,38,1000,1408,2000,476,613,747,195,260,380,1243,1617,2107,1.0,1.0,1.0,1153,1468,1906,2.9,2.9,2.9
30402,37,38,39,1152,1668,2300,506,647,763,220,295,400,1535,1952,2468,1.0,1.0,1.0,1357,1747,2229,3.0,3.0,3.0
30403,29,29,29,1100,1582,2167,379,507,595,190,260,375,1263,1697,2179,1.1,1.1,1.1,934,1233,1593,2.4,2.4,2.5
30404,34,35,36,910,1395,2040,437,573,727,165,220,320,1101,1447,1983,1.1,1.1,1.1,940,1235,1645,2.7,2.7,2.7
30501,35,34,34,1191,1647,2200,465,660,878,180,280,400,1161,1631,2184,1.1,1.1,1.2,783,1189,1620,1.9,1.9,2.0
30502,33,33,33,1083,1700,2436,485,680,900,170,250,375,1183,1692,2400,1.1,1.1,1.1,913,1291,1903,2.2,2.3,2.4
30503,34,34,34,1100,1700,2282,495,678,834,160,235,350,1258,1792,2335,1.1,1.1,1.1,899,1248,1719,2.2,2.2,2.3
30504,31,32,32,1200,1733,2370,489,653,843,195,260,380,1356,1871,2488,1.1,1.1,1.1,993,1361,1905,2.3,2.4,2.5
30601,35,37,38,1000,1300,1840,451,568,660,170,240,290,1031,1307,1578,1.1,1.1,1.1,882,1168,1326,2.6,2.6,2.6
30602,33,35,36,900,1200,1733,407,513,594,140,185,240,887,1161,1325,1.1,1.1,1.1,741,1019,1078,2.5,2.5,2.5
30603,37,40,42,737,897,1317,322,406,469,100,130,185,738,1010,1108,1.2,1.2,1.1,631,830,918,2.7,2.6,2.5
30604,38,41,44,870,1200,1647,440,546,640,160,240,250,871,1131,1251,1.2,1.2,1.1,777,1061,985,2.4,2.4,2.3
30605,38,42,43,791,975,1473,295,374,447,110,135,200,693,931,1056,1.1,1.1,1.1,573,736,859,2.5,2.5,2.4
30701,35,37,38,650,867,1300,361,455,600,75,100,150,775,1066,1282,1.1,1.1,1.1,664,866,1046,2.6,2.6,2.5
30702,35,38,39,650,893,1300,344,407,511,100,130,195,768,1021,1204,1.1,1.1,1.1,673,837,1002,2.7,2.6,2.6
30703,37,40,42,650,900,1300,291,370,445,100,140,190,701,918,1003,1.1,1.1,1.1,580,721,840,2.6,2.5,2.5
30801,32,33,34,767,1326,2000,431,638,869,70,80,116,1147,1657,2256,1.2,1.1,1.1,959,1371,1831,2.8,2.8,2.8
30802,34,35,36,800,1170,1950,359,509,686,115,160,270,943,1311,1875,1.1,1.1,1.1,816,1153,1617,2.7,2.7,2.7
30803,35,37,37,700,1014,1690,315,423,564,120,150,250,797,1100,1435,1.1,1.1,1.1,659,904,1151,2.6,2.6,2.6
30901,42,42,41,1000,1517,2000,359,482,589,190,280,350,798,1138,1356,1.1,1.1,1.1,679,988,1097,2.2,2.2,2.3
30902,43,43,43,900,1400,1950,317,428,520,170,250,320,739,1097,1264,1.1,1.1,1.1,600,879,977,2.3,2.3,2.3
30903,40,41,42,867,1400,1950,332,445,525,165,250,330,729,1067,1195,1.1,1.1,1.1,596,855,962,2.2,2.2,2.2
30904,38,41,42,867,1300,1900,362,462,539,150,215,310,802,1129,1314,1.1,1.1,1.1,704,1020,1123,2.6,2.6,2.6
30905,33,35,37,1060,1517,2167,383,491,574,185,270,370,881,1189,1471,1.1,1.1,1.1,826,1148,1390,2.9,3.0,3.0
30906,34,35,36,953,1500,2080,376,484,564,170,270,360,872,1170,1419,1.1,1.1,1.1,782,1091,1288,2.8,2.8,2.8
30907,33,34,34,1000,1600,2253,395,525,647,180,290,380,919,1242,1580,1.1,1.1,1.1,840,1185,1479,2.8,2.9,2.9
30908,35,36,36,1062,1517,2001,365,471,540,201,315,400,827,1154,1352,1.1,1.0,1.1,757,1073,1206,2.7,2.7,2.6
30909,36,37,37,953,1408,1950,347,444,495,170,250,340,842,1137,1259,1.1,1.1,1.1,689,953,1017,2.4,2.4,2.4
30910,41,42,40,1200,1733,2113,429,542,615,205,290,350,964,1244,1415,1.1,1.1,1.1,772,1054,1107,2.1,2.1,2.1
31001,31,33,33,808,1270,1829,335,440,531,133,190,300,807,1108,1349,1.1,1.1,1.1,717,1005,1202,2.8,2.8,2.8
31002,36,39,40,666,1000,1517,296,380,469,110,150,241,738,1005,1164,1.1,1.1,1.1,643,837,989,2.7,2.7,2.6
31003,33,34,34,676,1083,1647,346,453,561,120,175,260,872,1133,1367,1.1,1.1,1.1,751,1006,1164,2.7,2.7,2.7
31004,29,30,29,743,1223,1920,379,504,644,130,200,315,891,1174,1490,1.1,1.1,1.1,808,1100,1392,3.0,2.9,3.0
31101,37,39,39,800,1083,1690,306,387,464,110,150,250,747,1013,1125,1.1,1.1,1.1,642,801,935,2.6,2.6,2.6
31102,31,34,33,708,1148,1733,322,432,526,125,190,300,764,1070,1218,1.1,1.1,1.1,660,917,1066,2.7,2.7,2.7
31103,29,31,31,790,1200,1739,376,477,586,150,210,320,861,1137,1367,1.1,1.1,1.1,818,1088,1305,3.1,3.1,3.0
31104,32,34,35,953,1400,2067,409,520,627,170,255,360,966,1273,1618,1.1,1.1,1.1,928,1252,1589,3.1,3.2,3.2
31105,31,33,34,867,1300,1900,385,496,602,150,215,325,928,1211,1485,1.1,1.1,1.1,835,1126,1350,2.9,2.9,2.8
31106,32,33,33,693,1083,1700,345,452,539,130,185,280,817,1093,1287,1.1,1.1,1.1,711,966,1138,2.7,2.7,2.8
31201,35,36,37,542,1018,1733,401,586,971,60,70,80,1079,1525,2219,1.1,1.1,1.1,884,1252,1790,2.7,2.7,2.7
31202,34,36,36,867,1300,2167,341,499,682,130,190,310,837,1287,1820,1.1,1.1,1.1,713,1134,1553,2.7,2.7,2.7
31203,37,37,38,867,1300,1900,426,554,660,150,220,290,835,1185,1405,1.2,1.1,1.1,729,1088,1176,2.5,2.5,2.4
31301,48,50,51,800,1200,1733,267,344,418,140,200,280,592,795,949,1.1,1.1,1.1,512,677,801,2.3,2.3,2.2
31302,33,34,32,780,1200,1733,304,402,505,135,200,290,747,1029,1190,1.1,1.1,1.1,667,907,1064,2.8,2.8,2.8
31303,36,38,40,700,1040,1647,286,376,466,120,165,260,685,943,1126,1.1,1.1,1.1,609,788,963,2.7,2.6,2.6
31304,31,33,35,845,1300,1907,348,459,562,150,210,300,863,1148,1405,1.1,1.1,1.1,791,1074,1265,3.0,2.9,2.9
31305,41,42,42,758,1200,1750,293,400,515,129,180,280,733,1039,1256,1.1,1.1,1.1,570,777,968,2.3,2.3,2.3
31401,32,34,36,997,1468,2100,483,597,740,180,250,365,1209,1545,2011,1.1,1.1,1.0,1140,1445,1871,3.1,3.0,3.0
31402,31,33,32,823,1339,2000,398,523,673,150,230,350,934,1239,1632,1.1,1.1,1.1,839,1152,1471,2.9,2.8,2.8
31403,31,34,34,780,1200,1733,379,491,617,150,210,310,923,1183,1469,1.1,1.1,1.1,836,1080,1318,2.8,2.7,2.7
31501,31,33,34,758,953,1453,279,352,465,45,50,75,660,870,1021,1.4,1.3,1.3,674,884,1052,3.2,3.2,3.0
31502,31,33,35,840,1025,1888,464,590,791,92,105,150,1120,1423,1946,1.2,1.2,1.2,953,1208,1532,2.9,2.8,2.7
31503,36,40,43,542,650,1000,399,461,582,58,75,100,843,1057,1245,1.1,1.1,1.1,686,781,955,2.6,2.4,2.4
31601,38,39,40,984,1495,2000,345,454,534,190,275,380,844,1169,1398,1.1,1.0,1.0,726,1043,1185,2.6,2.6,2.6
31602,43,43,43,867,1400,1993,292,410,506,165,250,340,670,1031,1183,1.1,1.1,1.1,575,841,973,2.4,2.4,2.4
31603,40,42,43,800,1300,1820,323,450,542,160,240,310,687,1039,1208,1.1,1.1,1.1,597,870,972,2.3,2.3,2.3
31604,38,40,42,771,1200,1733,297,397,486,140,200,290,697,1030,1186,1.1,1.1,1.1,598,858,988,2.6,2.6,2.6
31605,43,45,46,900,1387,1907,349,458,540,185,265,350,722,1043,1196,1.1,1.1,1.1,658,928,982,2.3,2.3,2.4
31606,38,41,42,800,1200,1800,294,399,490,150,203,300,705,1038,1182,1.1,1.1,1.1,619,896,1021,2.7,2.7,2.6
31701,33,35,36,744,1083,1538,335,436,552,130,175,240,845,1119,1345,1.1,1.1,1.1,709,950,1094,2.6,2.6,2.5
31801,36,40,41,684,867,1300,319,391,484,95,115,160,784,1046,1223,1.2,1.1,1.1,663,813,963,2.7,2.6,2.5
31802,32,33,34,867,1200,1861,396,517,652,140,185,290,959,1248,1626,1.1,1.1,1.1,829,1109,1368,2.7,2.6,2.6
31901,39,41,43,650,943,1387,278,359,425,120,160,230,659,878,991,1.1,1.1,1.1,556,723,840,2.5,2.5,2.4
31902,38,41,43,563,800,1134,280,348,394,90,120,170,643,821,926,1.1,1.1,1.1,555,687,779,2.6,2.5,2.4
31903,39,41,43,650,888,1351,271,345,411,115,150,220,633,850,947,1.1,1.1,1.1,549,699,806,2.5,2.5,2.4
31904,43,45,45,708,1100,1517,262,348,397,130,195,250,582,806,904,1.1,1.1,1.1,520,701,782,2.4,2.4,2.4
31905,40,43,45,585,867,1300,269,341,395,110,150,210,626,816,922,1.1,1.1,1.1,536,680,783,2.4,2.4,2.4
39797,49,49,50,0,0,0,530,772,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,37,35,34,1083,1517,1863,466,561,619,175,245,321,1364,1700,1868,1.1,1.1,1.1,822,1030,1140,1.7,1.9,1.9
40102,36,38,40,791,1138,1653,412,507,627,140,180,260,1003,1277,1658,1.1,1.1,1.1,866,1126,1384,2.7,2.7,2.7
40103,42,43,43,1083,1467,2000,474,595,705,150,200,290,1367,1747,2122,1.1,1.1,1.1,965,1224,1468,2.4,2.4,2.4
40104,38,40,40,760,1083,1600,338,414,516,135,180,260,876,1140,1369,1.1,1.1,1.1,708,908,1072,2.5,2.5,2.5
40105,38,39,39,900,1300,1800,390,486,594,130,180,260,1029,1357,1677,1.1,1.1,1.1,708,935,1131,2.1,2.1,2.2
40106,37,38,38,921,1300,1800,437,540,661,135,175,260,1156,1514,1890,1.1,1.1,1.1,831,1105,1365,2.3,2.4,2.4
40107,38,38,39,997,1343,1950,461,574,712,145,190,280,1259,1649,2064,1.1,1.1,1.1,870,1138,1421,2.2,2.3,2.3
40201,36,37,39,693,1083,1517,338,435,535,120,160,230,855,1133,1370,1.1,1.1,1.1,713,961,1103,2.6,2.6,2.6
40202,32,34,33,570,867,1300,284,367,451,100,135,200,685,899,1062,1.1,1.1,1.1,581,719,890,2.6,2.6,2.6
40203,37,37,35,650,1083,1603,296,387,486,105,150,230,724,1020,1216,1.1,1.1,1.1,570,764,965,2.3,2.3,2.4
40204,33,34,35,622,975,1413,328,418,503,120,160,240,788,1041,1198,1.1,1.1,1.1,692,880,1028,2.7,2.6,2.6
40205,35,37,39,737,1083,1517,408,495,590,145,185,260,1005,1234,1503,1.1,1.0,1.0,875,1084,1245,2.7,2.6,2.6
40301,43,44,45,867,1287,1900,405,519,647,140,185,270,1029,1351,1738,1.1,1.1,1.1,697,965,1160,2.0,2.1,2.1
40302,39,39,39,737,1083,1601,341,438,549,110,160,245,852,1134,1421,1.1,1.1,1.1,661,867,1063,2.3,2.3,2.3
40303,40,40,41,867,1207,1733,406,514,625,140,180,265,1109,1422,1816,1.1,1.1,1.1,841,1123,1377,2.4,2.5,2.5
40304,35,37,38,650,1000,1473,356,438,540,130,170,250,859,1098,1314,1.1,1.1,1.1,735,922,1081,2.6,2.6,2.5
40401,39,41,41,758,1088,1690,316,399,517,115,155,235,827,1097,1339,1.1,1.1,1.1,638,810,1015,2.3,2.3,2.4
40402,38,39,39,650,1083,1517,285,374,477,95,138,210,720,1003,1221,1.1,1.1,1.1,549,716,946,2.3,2.3,2.3
40403,38,39,38,780,1138,1700,338,431,549,115,160,250,852,1122,1372,1.1,1.1,1.1,630,813,1022,2.1,2.2,2.3
40501,38,40,41,650,1000,1343,375,458,550,120,150,200,876,1124,1352,1.1,1.1,1.1,743,976,1101,2.6,2.5,2.5
40502,40,42,44,500,671,1060,306,380,467,80,115,150,704,951,1056,1.1,1.1,1.1,578,718,856,2.5,2.4,2.3
40503,39,42,43,450,650,965,273,337,410,75,100,140,654,841,990,1.1,1.1,1.1,532,646,774,2.4,2.4,2.3
40504,44,47,49,468,700,1083,262,330,399,85,117,160,594,761,908,1.1,1.1,1.1,494,617,743,2.3,2.2,2.2
40601,36,38,39,585,802,1300,306,401,511,81,108,150,747,1029,1224,1.1,1.1,1.1,599,786,936,2.4,2.4,2.3
40602,34,37,38,542,758,1300,355,482,678,70,100,135,809,1101,1397,1.2,1.1,1.1,705,938,1174,2.6,2.5,2.5
40701,43,46,49,650,975,1300,292,367,441,115,150,200,655,855,974,1.1,1.1,1.1,552,695,815,2.3,2.3,2.2
40702,35,37,40,607,867,1148,374,445,520,90,116,150,857,1082,1191,1.1,1.1,1.1,712,875,938,2.5,2.5,2.4
40703,38,40,42,559,800,1083,319,380,445,90,115,150,725,938,1009,1.1,1.1,1.1,592,715,814,2.5,2.4,2.3
49797,53,45,56,0,0,0,357,395,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,35,38,39,867,1213,1820,355,471,565,140,180,270,778,1109,1334,1.1,1.1,1.1,676,949,1090,2.6,2.5,2.5
50102,33,36,37,800,1100,1733,351,467,607,125,167,260,905,1216,1615,1.1,1.1,1.1,772,1068,1346,2.7,2.6,2.6
50103,37,40,43,672,867,1304,340,412,483,90,109,150,756,1026,1149,1.1,1.1,1.1,642,801,910,2.6,2.5,2.4
50201,39,42,41,784,1200,1950,285,381,483,120,170,270,704,1047,1262,1.1,1.0,1.0,588,819,989,2.5,2.4,2.4
50301,38,39,39,1500,2000,2817,470,599,790,175,225,400,1574,2248,2726,1.1,1.1,1.1,1072,1451,2097,2.5,2.5,2.6
50302,35,36,35,1100,1600,2273,442,637,898,145,200,360,1190,1734,2419,1.1,1.1,1.1,793,1145,1700,2.1,2.1,2.1
50401,36,38,37,850,1200,1950,361,485,645,125,161,300,900,1206,1622,1.1,1.1,1.1,703,967,1284,2.4,2.3,2.4
50402,36,38,40,850,1185,1800,369,483,618,130,165,300,966,1279,1733,1.1,1.1,1.1,845,1120,1461,2.8,2.7,2.7
50403,31,33,34,845,1200,1950,375,487,646,130,175,320,915,1209,1660,1.1,1.1,1.1,817,1097,1454,2.9,2.8,2.8
50501,34,36,38,900,1300,2000,428,556,706,165,220,370,1132,1479,2036,1.0,1.0,1.0,1026,1313,1774,2.9,2.8,2.8
50502,36,37,36,867,1300,2000,373,505,672,135,175,310,915,1253,1755,1.1,1.1,1.1,721,999,1342,2.3,2.3,2.4
50503,31,32,32,823,1300,2102,357,484,642,135,190,350,878,1205,1690,1.1,1.1,1.1,795,1105,1509,2.9,2.9,2.9
50601,33,35,34,672,1049,1850,342,445,610,120,155,290,846,1141,1533,1.1,1.1,1.1,734,988,1307,2.8,2.7,2.7
50602,34,36,34,867,1300,2043,359,503,698,130,170,310,841,1178,1695,1.1,1.1,1.1,658,932,1344,2.2,2.2,2.3
50603,34,35,34,867,1200,1900,354,456,575,138,180,330,971,1260,1705,1.1,1.0,1.1,789,1042,1380,2.6,2.6,2.7
50604,32,33,33,758,1100,1800,364,479,614,130,170,310,897,1184,1561,1.1,1.1,1.1,792,1056,1369,2.8,2.7,2.8
50605,36,37,38,858,1200,1976,382,516,670,140,180,320,996,1310,1778,1.1,1.0,1.0,877,1162,1515,2.8,2.7,2.7
50606,35,37,35,942,1350,2167,386,497,647,120,155,310,991,1330,1762,1.1,1.1,1.1,919,1235,1635,3.0,2.9,3.0
50607,35,36,36,1101,1517,2200,439,571,770,155,200,340,1143,1624,2259,1.1,1.1,1.1,824,1141,1605,2.1,2.2,2.3
50701,32,34,34,867,1300,2006,363,492,677,130,180,330,922,1266,1805,1.1,1.0,1.0,794,1102,1535,2.7,2.7,2.7
50702,39,41,41,1000,1408,2167,363,508,701,140,180,300,969,1369,1998,1.1,1.1,1.1,720,1023,1376,2.2,2.2,2.3
50703,32,33,31,650,1083,1800,300,436,592,115,150,260,734,1059,1451,1.1,1.1,1.1,644,892,1249,2.7,2.6,2.7
50704,37,39,40,1000,1400,2120,405,522,682,160,200,350,1151,1533,2141,1.0,1.0,1.0,919,1197,1627,2.6,2.6,2.6
50705,33,35,34,800,1225,2000,323,451,605,130,170,300,832,1185,1656,1.1,1.0,1.0,719,1040,1406,2.7,2.7,2.7
50801,34,37,38,737,1000,1517,340,522,602,100,126,190,784,1103,1421,1.1,1.1,1.1,673,946,1152,2.6,2.6,2.5
50802,43,47,50,700,970,1625,343,430,539,93,120,176,841,1112,1436,1.2,1.2,1.2,655,836,975,2.6,2.4,2.4
50803,30,32,32,975,1105,1803,556,751,978,110,135,200,1210,1609,2146,1.1,1.1,1.1,1077,1371,1818,2.8,2.7,2.7
50804,33,37,37,1083,1517,2383,371,498,684,81,99,128,778,1078,1498,1.4,1.3,1.3,785,1035,1310,3.2,3.0,2.9
50805,34,37,39,715,1000,1560,356,477,621,95,125,200,787,1097,1384,1.1,1.1,1.1,668,909,1100,2.6,2.6,2.5
50806,31,34,35,398,1000,2492,584,944,1699,79,80,88,1501,2181,2902,1.2,1.2,1.2,1229,1819,2690,2.9,2.9,2.9
50901,36,39,40,681,950,1400,317,425,513,100,130,190,718,1035,1201,1.1,1.1,1.1,615,822,961,2.6,2.5,2.4
50902,36,40,42,620,867,1300,333,429,537,72,92,135,744,1051,1247,1.1,1.1,1.1,638,842,991,2.6,2.5,2.4
50903,36,38,40,563,700,1092,324,458,573,70,80,125,728,1071,1211,1.1,1.1,1.1,618,865,964,2.5,2.4,2.4
59797,43,41,40,0,0,0,1203,1678,2000,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
60101,29,31,33,646,910,1300,292,380,489,76,117,185,695,949,1105,1.1,1.1,1.1,604,821,968,2.8,2.8,2.7
60102,38,39,40,650,975,1500,348,459,576,110,150,240,854,1133,1394,1.1,1.1,1.1,702,938,1110,2.5,2.5,2.4
60103,37,38,38,572,867,1300,295,381,478,100,138,210,720,977,1113,1.1,1.1,1.1,566,726,862,2.4,2.4,2.3
60104,36,37,38,700,1083,1520,391,485,608,130,180,280,966,1219,1522,1.1,1.1,1.1,823,1065,1243,2.7,2.6,2.6
60105,36,37,38,784,1137,1700,399,525,640,124,180,265,1053,1385,1782,1.1,1.1,1.1,750,1041,1254,2.2,2.3,2.3
60106,36,39,40,600,867,1300,322,399,517,105,150,230,756,1015,1214,1.1,1.1,1.1,631,811,978,2.6,2.5,2.4
60201,35,36,38,600,893,1300,320,406,499,110,145,200,778,1046,1231,1.1,1.1,1.1,617,789,943,2.4,2.4,2.4
60202,38,41,44,594,867,1200,290,372,443,100,125,171,713,984,1066,1.1,1.1,1.1,595,766,876,2.6,2.5,2.4
60203,38,41,44,553,800,1100,288,359,423,80,104,150,698,894,997,1.1,1.1,1.1,577,705,811,2.5,2.4,2.4
60301,37,39,42,550,699,1118,279,362,418,60,70,120,672,889,1022,1.1,1.1,1.1,571,734,850,2.6,2.6,2.5
60302,37,40,42,563,776,1200,284,352,445,100,130,200,672,886,1055,1.1,1.1,1.1,574,722,867,2.6,2.5,2.4
60303,43,47,50,540,650,1062,274,345,407,85,120,167,603,768,856,1.1,1.1,1.1,512,617,729,2.3,2.2,2.1
60401,37,40,41,542,784,1183,277,358,439,90,120,175,693,942,1067,1.1,1.1,1.1,558,721,834,2.5,2.4,2.4
60402,37,39,41,563,867,1257,291,373,458,100,130,190,695,944,1075,1.1,1.1,1.1,573,739,866,2.5,2.4,2.4
60403,35,37,40,512,693,1022,333,420,531,74,100,129,771,1022,1196,1.1,1.1,1.1,663,825,973,2.5,2.5,2.4
69797,45,40,47,0,1920,0,519,1210,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,35,37,36,1170,1517,2353,593,769,992,165,215,420,1332,1754,2326,1.1,1.1,1.1,1046,1365,1929,2.3,2.3,2.3
70102,32,34,34,1000,1300,2040,504,620,812,160,200,330,1167,1453,1957,1.1,1.1,1.2,1009,1232,1707,2.7,2.7,2.7
70103,34,38,39,1000,1300,2167,505,613,790,138,160,300,1100,1460,1993,1.3,1.3,1.2,907,1230,1629,2.8,2.8,2.8
70104,27,28,28,990,1300,2167,521,659,888,140,190,360,1101,1418,2013,1.1,1.1,1.1,1002,1267,1804,2.9,2.8,2.9
70201,30,32,33,956,1300,1950,421,497,694,97,100,150,989,1207,1595,1.4,1.3,1.3,941,1146,1461,3.1,3.0,2.9
70202,29,30,31,650,650,934,252,288,397,50,56,60,577,683,901,1.5,1.4,1.5,724,865,1152,3.5,3.5,3.3
70203,28,29,30,741,840,1400,197,247,356,40,37,42,537,650,790,1.8,1.8,1.6,748,948,1101,4.0,4.0,3.6
70204,26,29,28,765,1408,1889,196,299,380,32,30,26,808,1017,1294,1.7,1.7,1.5,1213,1461,2002,4.4,4.5,4.0
70205,29,31,32,900,1083,1700,293,369,500,60,70,100,739,933,1188,1.6,1.5,1.4,820,1008,1255,3.6,3.5,3.3
79797,31,43,42,0,0,0,947,862,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,32,33,34,874,1400,2050,507,673,853,165,250,375,1251,1653,2120,1.1,1.1,1.1,1081,1393,1799,2.7,2.6,2.6
80102,30,33,22,1000,2000,2250,459,559,883,90,170,170,1113,1441,2250,1.1,1.1,1.1,946,1375,1750,2.6,2.7,2.7
80103,32,35,38,729,1200,1400,481,554,664,94,150,200,874,1171,1618,1.1,1.1,1.1,577,733,868,1.9,1.8,1.8
80104,29,31,31,1040,1600,2300,620,801,1010,182,275,400,1385,1829,2355,1.1,1.1,1.1,1215,1641,2166,2.8,2.8,2.9
80105,33,32,31,1083,1603,2199,469,667,858,160,260,400,1243,1793,2432,1.1,1.1,1.1,950,1297,1818,2.2,2.2,2.2
80106,38,39,39,1250,1842,2544,686,965,1187,192,300,430,1656,2362,2871,1.1,1.1,1.1,1182,1725,2387,2.3,2.2,2.3
80107,30,33,34,910,1408,2000,544,699,895,160,250,370,1278,1707,2203,1.1,1.1,1.1,1151,1496,1957,3.0,2.9,2.8
80108,37,39,39,975,1500,2145,560,734,902,160,245,345,1354,1815,2258,1.0,1.0,1.0,1122,1458,1829,2.5,2.5,2.5
80109,38,39,40,1036,1517,2167,573,759,939,165,250,360,1396,1879,2390,1.0,1.1,1.1,1072,1406,1818,2.4,2.4,2.4
89797,0,0,0,0,0,0,0,0,900,0,30,717,0,0,0,0,0,0,0,0,0,0,0,0
90101,35,38,33,942,1300,1083,529,730,1128,92,75,86,952,1383,2118,1.3,1.3,1.3,865,1218,1835,2.9,2.6,2.6
90102,37,39,40,0,529,520,353,419,540,113,118,135,766,1009,1140,1.4,1.3,1.2,1109,1295,1422,4.2,4.0,3.8
90103,25,28,28,0,0,0,435,505,705,100,118,60,823,1050,974,1.2,1.2,1.2,831,991,1187,3.4,2.7,3.1
