Level,Code,Label,Area sqkm,,,
SA1,1118630,1118630,0.351375,,,
SA1,1118631,1118631,0.279992,,,
SA1,1118632,1118632,0.251086,,,
SA1,1118633,1118633,0.827498,,,
SA1,1118634,1118634,0.257252,,,
SA1,1118635,1118635,0.241645,,,
SA1,1118636,1118636,0.207355,,,
SA1,1118637,1118637,0.467833,,,
SA1,1118638,1118638,0.276277,,,
SA1,1118639,1118639,0.39301,,,
SA1,1118640,1118640,0.359093,,,
SA1,1118641,1118641,0.583662,,,
SA1,1118642,1118642,0.248466,,,
SA1,1118643,1118643,0.277245,,,
SA1,1118644,1118644,0.477493,,,
SA1,1118645,1118645,0.214659,,,
SA1,1118646,1118646,3.6608,,,
SA1,1118647,1118647,0.196898,,,
SA1,1118648,1118648,0.393646,,,
SA1,1118649,1118649,0.79774,,,
SA1,1118650,1118650,2.09421,,,
SA1,1118651,1118651,0.658559,,,
SA1,1118652,1118652,0.581243,,,
SA1,1118653,1118653,2.53686,,,
SA1,1118654,1118654,0.623593,,,
SA1,1118701,1118701,2.45303,,,
SA1,1118702,1118702,2.7998,,,
SA1,1118703,1118703,0.467158,,,
SA1,1118704,1118704,2.00453,,,
SA1,1118705,1118705,623.623,,,
SA1,1118706,1118706,293.107,,,
SA1,1118707,1118707,815.994,,,
SA1,1118708,1118708,311.67,,,
SA1,1118709,1118709,394.171,,,
SA1,1118710,1118710,1680.87,,,
SA1,1118711,1118711,561.787,,,
SA1,1118712,1118712,1409,,,
SA1,1118801,1118801,1.4951,,,
SA1,1118802,1118802,1.02151,,,
SA1,1118803,1118803,0.489888,,,
SA1,1118804,1118804,0.963167,,,
SA1,1118805,1118805,28.3304,,,
SA1,1118806,1118806,18.2592,,,
SA1,1118807,1118807,23.5168,,,
SA1,1118808,1118808,81.6095,,,
SA1,1118809,1118809,83.7492,,,
SA1,1118810,1118810,185.295,,,
SA1,1118811,1118811,640.624,,,
SA1,1118812,1118812,696.802,,,
SA1,1118813,1118813,101.536,,,
SA1,1118814,1118814,359.028,,,
SA1,1118815,1118815,1001.74,,,
SA1,1118816,1118816,51.413,,,
SA1,1118817,1118817,3.59127,,,
SA1,1118818,1118818,0.344395,,,
SA1,1118819,1118819,0.327986,,,
SA1,1118901,1118901,0.506411,,,
SA1,1118902,1118902,0.580375,,,
SA1,1118903,1118903,1.19385,,,
SA1,1118904,1118904,0.556766,,,
SA1,1118905,1118905,1.09926,,,
SA1,1118906,1118906,489.668,,,
SA1,1118907,1118907,1568.45,,,
SA1,1118908,1118908,894.529,,,
SA1,1118909,1118909,651.051,,,
SA1,1118910,1118910,895.419,,,
SA1,1118911,1118911,751.464,,,
SA1,1118912,1118912,1488.15,,,
SA1,1119001,1119001,225.75,,,
SA1,1119002,1119002,157.973,,,
SA1,1119003,1119003,5.61675,,,
SA1,1119004,1119004,1.34613,,,
SA1,1119005,1119005,23.4394,,,
SA1,1119006,1119006,1.33695,,,
SA1,1119007,1119007,0.342024,,,
SA1,1119008,1119008,2.03609,,,
SA1,1119009,1119009,0.85381,,,
SA1,1119010,1119010,0.534913,,,
SA1,1119011,1119011,0.466273,,,
SA1,1119012,1119012,0.83176,,,
SA1,1119013,1119013,0.937977,,,
SA1,1119014,1119014,0.708947,,,
SA1,1119015,1119015,0.322161,,,
SA1,1119016,1119016,0.215026,,,
SA1,1119017,1119017,0.389404,,,
SA1,1119018,1119018,1058.29,,,
SA1,1119019,1119019,346.556,,,
SA1,1119020,1119020,977.46,,,
SA1,1119021,1119021,1674.52,,,
SA1,1119022,1119022,992.521,,,
SA1,1119023,1119023,0.724774,,,
SA1,1119024,1119024,0.423067,,,
SA1,1119025,1119025,6.76392,,,
SA1,1119101,1119101,0.302332,,,
SA1,1119102,1119102,6.3945,,,
SA1,1119103,1119103,9.26732,,,
SA1,1119104,1119104,0.512457,,,
SA1,1119105,1119105,20.9551,,,
SA1,1119106,1119106,0.557127,,,
SA1,1119107,1119107,0.207449,,,
SA1,1119108,1119108,0.6105,,,
SA1,1119109,1119109,2.73491,,,
SA1,1119110,1119110,0.25814,,,
SA1,1119111,1119111,0.418395,,,
SA1,1119112,1119112,0.366812,,,
SA1,1119113,1119113,1.05603,,,
SA1,1119114,1119114,0.451136,,,
SA1,1119115,1119115,2.04914,,,
SA1,1119116,1119116,66.2929,,,
SA1,1119117,1119117,34.6817,,,
SA1,1119118,1119118,6.35584,,,
SA1,1119119,1119119,0.310592,,,
SA1,1119120,1119120,0.258366,,,
SA1,1119121,1119121,0.343217,,,
SA1,1119122,1119122,50.1829,,,
SA1,1119123,1119123,1.46712,,,
SA1,1119124,1119124,0.231001,,,
SA1,1119125,1119125,0.298092,,,
SA1,1119126,1119126,0.182035,,,
SA1,1119127,1119127,0.518178,,,
SA1,1119128,1119128,0.40516,,,
SA1,1119201,1119201,1.806,,,
SA1,1119202,1119202,1.47789,,,
SA1,1119203,1119203,0.601783,,,
SA1,1119204,1119204,1.80199,,,
SA1,1119205,1119205,2308.31,,,
SA1,1119206,1119206,9.36314,,,
SA1,1119207,1119207,4.59937,,,
SA1,1119208,1119208,1732.14,,,
SA1,1119209,1119209,1055.26,,,
SA1,1119210,1119210,594.047,,,
SA1,1119211,1119211,873.013,,,
SA1,1119212,1119212,727.805,,,
SA1,1119213,1119213,93.7937,,,
SA1,1119214,1119214,858.383,,,
SA1,1119215,1119215,1009.99,,,
SA1,1119301,1119301,1.02167,,,
SA1,1119302,1119302,1277.78,,,
SA1,1119303,1119303,983.459,,,
SA1,1119304,1119304,559.345,,,
SA1,1119305,1119305,646.388,,,
SA1,1119306,1119306,315.77,,,
SA1,1119307,1119307,172.464,,,
SA1,1119308,1119308,559.286,,,
SA1,1119309,1119309,1205.78,,,
SA1,1119310,1119310,1239.1,,,
SA1,1119311,1119311,228.501,,,
SA1,1119312,1119312,961.088,,,
SA1,1119313,1119313,126.277,,,
SA1,1119314,1119314,1.25891,,,
SA1,1119315,1119315,1.10122,,,
SA1,1119316,1119316,1.1634,,,
SA1,1119317,1119317,0.897836,,,
SA1,1119318,1119318,1.28295,,,
SA1,1119319,1119319,1.15252,,,
SA1,1119320,1119320,0.470125,,,
SA1,1119401,1119401,174.187,,,
SA1,1119402,1119402,0.442079,,,
SA1,1119403,1119403,1.24029,,,
SA1,1119404,1119404,0.988137,,,
SA1,1119405,1119405,0.752192,,,
SA1,1119406,1119406,1147.8,,,
SA1,1119407,1119407,1427.23,,,
SA1,1119408,1119408,540.261,,,
SA1,1119409,1119409,735.783,,,
SA1,1119410,1119410,0.760351,,,
SA1,1119411,1119411,617.782,,,
SA1,1119412,1119412,1729.83,,,
SA1,1119413,1119413,52.5933,,,
SA1,1119414,1119414,92.5795,,,
SA1,1119415,1119415,0.541592,,,
SA1,1119416,1119416,0.820795,,,
SA1,1119417,1119417,0.878866,,,
SA1,1119418,1119418,423.318,,,
SA1,1119419,1119419,291.284,,,
SA1,1119420,1119420,80.614,,,
SA1,1119421,1119421,0.983651,,,
SA1,1119422,1119422,0.491997,,,
SA1,1119423,1119423,0.391115,,,
SA1,1119424,1119424,0.718174,,,
SA1,1119501,1119501,0.351615,,,
SA1,1119502,1119502,0.657059,,,
SA1,1119503,1119503,0.444063,,,
SA1,1119504,1119504,0.312313,,,
SA1,1119505,1119505,0.353103,,,
SA1,1119506,1119506,0.173105,,,
SA1,1119507,1119507,0.147764,,,
SA1,1119508,1119508,0.977106,,,
SA1,1119509,1119509,0.283278,,,
SA1,1119510,1119510,0.474866,,,
SA1,1119511,1119511,1.49276,,,
SA1,1119512,1119512,0.0514509,,,
SA1,1119513,1119513,0.824274,,,
SA1,1119514,1119514,0.192903,,,
SA1,1119515,1119515,0.350319,,,
SA1,1119516,1119516,2.01499,,,
SA1,1119517,1119517,0.388242,,,
SA1,1119518,1119518,0.962761,,,
SA1,1119519,1119519,1.17877,,,
SA1,1119520,1119520,0.586424,,,
SA1,1119521,1119521,3.45789,,,
SA1,1119522,1119522,20.4731,,,
SA1,1119523,1119523,30.0973,,,
SA1,1119524,1119524,0.841574,,,
SA1,1119525,1119525,2.30985,,,
SA1,1119601,1119601,0.887242,,,
SA1,1119602,1119602,350.679,,,
SA1,1119603,1119603,294.334,,,
SA1,1119604,1119604,1418.92,,,
SA1,1119605,1119605,3420.93,,,
SA1,1119606,1119606,1873.99,,,
SA1,1119607,1119607,2.15299,,,
SA1,1119608,1119608,2.94311,,,
SA1,1119609,1119609,1.37888,,,
SA1,1119610,1119610,797.674,,,
SA1,1119611,1119611,858.951,,,
SA1,1119612,1119612,1555.6,,,
SA1,1119613,1119613,988.509,,,
SA1,1119614,1119614,2.23731,,,
SA1,1119615,1119615,2199.57,,,
SA1,1119616,1119616,1.04975,,,
SA1,1119617,1119617,3576.61,,,
SA1,1119618,1119618,2466.79,,,
SA1,1119701,1119701,0.224255,,,
SA1,1119702,1119702,0.343555,,,
SA1,1119703,1119703,0.667465,,,
SA1,1119704,1119704,0.150798,,,
SA1,1119705,1119705,0.768523,,,
SA1,1119706,1119706,0.245843,,,
SA1,1119707,1119707,1.0577,,,
SA1,1119708,1119708,0.321645,,,
SA1,1119709,1119709,0.994917,,,
SA1,1119710,1119710,0.309421,,,
SA1,1119711,1119711,1.21539,,,
SA1,1119712,1119712,2.19361,,,
SA1,1119713,1119713,0.184687,,,
SA1,1119714,1119714,0.241517,,,
SA1,1119715,1119715,1.70554,,,
SA1,1119716,1119716,10.5361,,,
SA1,1119717,1119717,2.61484,,,
SA1,1119718,1119718,0.136811,,,
SA1,1119719,1119719,3.42496,,,
SA1,1119720,1119720,2.968,,,
SA1,1119721,1119721,69.6073,,,
SA1,1119722,1119722,80.4504,,,
SA1,1119801,1119801,1.76639,,,
SA1,1119802,1119802,0.395789,,,
SA1,1119803,1119803,930.287,,,
SA1,1119804,1119804,2421.58,,,
SA1,1119805,1119805,483.281,,,
SA1,1119806,1119806,633.965,,,
SA1,1119807,1119807,438.532,,,
SA1,1119808,1119808,1169.43,,,
SA1,1119809,1119809,3123.41,,,
SA1,1119810,1119810,269.182,,,
SA1,1119811,1119811,1307.79,,,
SA1,1119812,1119812,1182.73,,,
SA1,1119813,1119813,1.13126,,,
SA1,1119814,1119814,1.24421,,,
SA1,1119901,1119901,0.203363,,,
SA1,1119902,1119902,0.179245,,,
SA1,1119903,1119903,0.244269,,,
SA1,1119904,1119904,0.181638,,,
SA1,1119905,1119905,0.720336,,,
SA1,1119906,1119906,0.293365,,,
SA1,1119907,1119907,0.324819,,,
SA1,1119908,1119908,0.697481,,,
SA1,1119909,1119909,0.737223,,,
SA1,1119910,1119910,20.9991,,,
SA1,1119911,1119911,1.09236,,,
SA1,1119912,1119912,45.2337,,,
SA1,1119913,1119913,0.667563,,,
SA1,1119914,1119914,0.630504,,,
SA1,1119915,1119915,1.15944,,,
SA1,1119916,1119916,1.46781,,,
SA1,1119917,1119917,0.156945,,,
SA1,1119918,1119918,0.329185,,,
SA1,1119919,1119919,0.539128,,,
SA1,1119920,1119920,10.4751,,,
SA1,1119921,1119921,3.82053,,,
SA1,1120001,1120001,4.94538,,,
SA1,1120002,1120002,2.53355,,,
SA1,1120003,1120003,3.29688,,,
SA1,1120004,1120004,3.21929,,,
SA1,1120005,1120005,493.147,,,
SA1,1120006,1120006,1100.19,,,
SA1,1120007,1120007,908.897,,,
SA1,1120008,1120008,559.037,,,
SA1,1120009,1120009,204.848,,,
SA1,1120010,1120010,223.055,,,
SA1,1120011,1120011,644.071,,,
SA1,1120012,1120012,991.113,,,
SA1,1120013,1120013,627.887,,,
SA1,1120101,1120101,2.44056,,,
SA1,1120102,1120102,0.39762,,,
SA1,1120103,1120103,0.541599,,,
SA1,1120104,1120104,2.07136,,,
SA1,1120105,1120105,0.795725,,,
SA1,1120106,1120106,0.567409,,,
SA1,1120107,1120107,1.05645,,,
SA1,1120108,1120108,0.424094,,,
SA1,1120109,1120109,2.74314,,,
SA1,1120110,1120110,1.3925,,,
SA1,1120111,1120111,2.80074,,,
SA1,1120112,1120112,6.47122,,,
SA1,1120113,1120113,315.673,,,
SA1,1120114,1120114,402.36,,,
SA1,1120115,1120115,257.877,,,
SA1,1120116,1120116,540.326,,,
SA1,1120117,1120117,254.545,,,
SA1,1120118,1120118,918.192,,,
SA1,1120119,1120119,842.493,,,
SA1,1120120,1120120,732.994,,,
SA1,1120121,1120121,791.029,,,
SA1,1120122,1120122,0.724296,,,
SA1,1120201,1120201,1.22889,,,
SA1,1120202,1120202,46.8547,,,
SA1,1120203,1120203,0.343928,,,
SA1,1120204,1120204,0.833203,,,
SA1,1120205,1120205,0.257527,,,
SA1,1120206,1120206,0.160608,,,
SA1,1120207,1120207,0.398097,,,
SA1,1120208,1120208,3.71794,,,
SA1,1120209,1120209,1.56802,,,
SA1,1120210,1120210,31.3602,,,
SA1,1120211,1120211,0.486423,,,
SA1,1120212,1120212,0.175688,,,
SA1,1120213,1120213,0.105933,,,
SA1,1120214,1120214,0.223812,,,
SA1,1120215,1120215,0.158353,,,
SA1,1120216,1120216,0.306311,,,
SA1,1120217,1120217,0.0918353,,,
SA1,1120218,1120218,0.159125,,,
SA1,1120219,1120219,0.231886,,,
SA1,1120220,1120220,0.480895,,,
SA1,1120221,1120221,0.101767,,,
SA1,1120222,1120222,0.294708,,,
SA1,1120223,1120223,4.79995,,,
SA1,1120224,1120224,0.647915,,,
SA1,1120225,1120225,0.20214,,,
SA1,1120226,1120226,0.180442,,,
SA1,1120227,1120227,1.05761,,,
SA1,1120228,1120228,0.267709,,,
SA1,1120229,1120229,0.515355,,,
SA1,1120230,1120230,0.330975,,,
SA1,1120231,1120231,0.258753,,,
SA1,1120232,1120232,0.166669,,,
SA1,1120233,1120233,0.362789,,,
SA1,1120234,1120234,0.302937,,,
SA1,1120235,1120235,0.302943,,,
SA1,1120236,1120236,0.224983,,,
SA1,1120237,1120237,0.19887,,,
SA1,1120238,1120238,0.164573,,,
SA1,1120239,1120239,0.203203,,,
SA1,1120240,1120240,0.19574,,,
SA1,1120241,1120241,0.262744,,,
SA1,1120242,1120242,0.175926,,,
SA1,1120243,1120243,0.162333,,,
SA1,1120244,1120244,0.210705,,,
SA1,1120245,1120245,0.149796,,,
SA1,1120246,1120246,0.167334,,,
SA1,1120247,1120247,0.0984825,,,
SA1,1120248,1120248,0.21232,,,
SA1,1120249,1120249,0.134471,,,
SA1,1120250,1120250,0.18553,,,
SA1,1120251,1120251,0.184761,,,
SA1,1120252,1120252,0.129811,,,
SA1,1120253,1120253,0.178327,,,
SA1,1120301,1120301,0.142865,,,
SA1,1120302,1120302,0.273608,,,
SA1,1120303,1120303,0.13455,,,
SA1,1120304,1120304,0.586938,,,
SA1,1120305,1120305,1.00836,,,
SA1,1120306,1120306,0.500817,,,
SA1,1120307,1120307,0.344868,,,
SA1,1120308,1120308,0.161051,,,
SA1,1120309,1120309,0.377119,,,
SA1,1120310,1120310,0.165034,,,
SA1,1120311,1120311,1.22291,,,
SA1,1120312,1120312,0.382278,,,
SA1,1120313,1120313,0.190039,,,
SA1,1120314,1120314,0.371514,,,
SA1,1120315,1120315,2.00941,,,
SA1,1120316,1120316,0.250801,,,
SA1,1120317,1120317,0.266591,,,
SA1,1120318,1120318,0.231607,,,
SA1,1120319,1120319,0.29956,,,
SA1,1120320,1120320,0.258746,,,
SA1,1120321,1120321,0.212375,,,
SA1,1120322,1120322,0.405557,,,
SA1,1120323,1120323,0.174072,,,
SA1,1120324,1120324,0.197959,,,
SA1,1120325,1120325,0.957744,,,
SA1,1120326,1120326,0.334552,,,
SA1,1120327,1120327,0.752657,,,
SA1,1120328,1120328,0.397348,,,
SA1,1120329,1120329,20.5829,,,
SA1,1120330,1120330,30.977,,,
SA1,1120331,1120331,2.59719,,,
SA1,1120332,1120332,8.04994,,,
SA1,1120333,1120333,0.293203,,,
SA1,1120334,1120334,0.618728,,,
SA1,1120335,1120335,0.250089,,,
SA1,1120336,1120336,0.0988636,,,
SA1,1120401,1120401,3.44203,,,
SA1,1120402,1120402,53.6636,,,
SA1,1120403,1120403,1.41057,,,
SA1,1120404,1120404,0.267028,,,
SA1,1120405,1120405,0.125812,,,
SA1,1120406,1120406,0.165195,,,
SA1,1120407,1120407,0.687364,,,
SA1,1120408,1120408,0.246217,,,
SA1,1120409,1120409,0.848631,,,
SA1,1120410,1120410,0.729399,,,
SA1,1120411,1120411,0.200162,,,
SA1,1120412,1120412,0.4873,,,
SA1,1120413,1120413,0.134188,,,
SA1,1120501,1120501,17.3542,,,
SA1,1120502,1120502,0.450327,,,
SA1,1120503,1120503,70.0465,,,
SA1,1120504,1120504,200.366,,,
SA1,1120505,1120505,61.4702,,,
SA1,1120506,1120506,524.765,,,
SA1,1120507,1120507,413.521,,,
SA1,1120508,1120508,509.866,,,
SA1,1120509,1120509,11.641,,,
SA1,1120510,1120510,33.3314,,,
SA1,1120511,1120511,28.7779,,,
SA1,1120512,1120512,109.069,,,
SA1,1120513,1120513,83.8299,,,
SA1,1120514,1120514,195.864,,,
SA1,1120515,1120515,540.87,,,
SA1,1120516,1120516,849.978,,,
SA1,1120517,1120517,886.128,,,
SA1,1120518,1120518,977.008,,,
SA1,1120519,1120519,46.4751,,,
SA1,1120520,1120520,1171.07,,,
SA1,1120521,1120521,20.9526,,,
SA1,1120522,1120522,0.588341,,,
SA1,1120523,1120523,0.631786,,,
SA1,1120524,1120524,1.10981,,,
SA1,1120525,1120525,0.287482,,,
SA1,1120526,1120526,0.42337,,,
SA1,1120527,1120527,22.9143,,,
SA1,1120528,1120528,3.86763,,,
SA1,1120529,1120529,23.5017,,,
SA1,1120530,1120530,0.98196,,,
SA1,1120531,1120531,0.794833,,,
SA1,1120532,1120532,0.898006,,,
SA1,1120533,1120533,0.43268,,,
SA1,1120534,1120534,0.186902,,,
SA1,1120535,1120535,0.469384,,,
SA1,1120536,1120536,2.54036,,,
SA1,1120537,1120537,759.801,,,
SA1,1120538,1120538,358.693,,,
SA1,1120539,1120539,41.0245,,,
SA1,1120540,1120540,217.724,,,
SA1,1120541,1120541,141.668,,,
SA1,1120542,1120542,51.8539,,,
SA1,1120543,1120543,138.364,,,
SA1,1120544,1120544,441.555,,,
SA1,1120545,1120545,0.617629,,,
SA1,1120546,1120546,2.55892,,,
SA1,1120547,1120547,0.767766,,,
SA1,1120548,1120548,0.865052,,,
SA1,1120549,1120549,0.18591,,,
SA1,1120550,1120550,0.37584,,,
SA1,1120551,1120551,7.18396,,,
SA1,1120552,1120552,4.84812,,,
SA1,1120601,1120601,4.50192,,,
SA1,1120602,1120602,1.48499,,,
SA1,1120603,1120603,0.126017,,,
SA1,1120604,1120604,0.130069,,,
SA1,1120605,1120605,0.154382,,,
SA1,1120606,1120606,0.211627,,,
SA1,1120607,1120607,6.43768,,,
SA1,1120608,1120608,0.100741,,,
SA1,1120609,1120609,0.407161,,,
SA1,1120610,1120610,0.439007,,,
SA1,1120611,1120611,0.397337,,,
SA1,1120612,1120612,0.245835,,,
SA1,1120613,1120613,0.168325,,,
SA1,1120614,1120614,0.104865,,,
SA1,1120615,1120615,0.313764,,,
SA1,1120616,1120616,0.186818,,,
SA1,1120617,1120617,0.118278,,,
SA1,1120618,1120618,0.186075,,,
SA1,1120619,1120619,0.274967,,,
SA1,1120620,1120620,0.487523,,,
SA1,1120621,1120621,0.527959,,,
SA1,1120622,1120622,0.222534,,,
SA1,1120623,1120623,0.33896,,,
SA1,1120624,1120624,0.173487,,,
SA1,1120625,1120625,0.206377,,,
SA1,1120626,1120626,0.4451,,,
SA1,1120627,1120627,0.45552,,,
SA1,1120628,1120628,0.356769,,,
SA1,1120629,1120629,0.36795,,,
SA1,1120630,1120630,0.178379,,,
SA1,1120631,1120631,0.141484,,,
SA1,1120632,1120632,0.127424,,,
SA1,1120633,1120633,0.53012,,,
SA1,1120634,1120634,0.211678,,,
SA1,1120635,1120635,0.257878,,,
SA1,1120636,1120636,0.121768,,,
SA1,1120637,1120637,0.204028,,,
SA1,1120638,1120638,0.217776,,,
SA1,1120639,1120639,0.1773,,,
SA1,1120640,1120640,0.194362,,,
SA1,1120641,1120641,0.139824,,,
SA1,1120642,1120642,0.137674,,,
SA1,1120701,1120701,0.590099,,,
SA1,1120702,1120702,0.286517,,,
SA1,1120703,1120703,0.359197,,,
SA1,1120704,1120704,0.234975,,,
SA1,1120705,1120705,0.180987,,,
SA1,1120706,1120706,0.176727,,,
SA1,1120707,1120707,0.116746,,,
SA1,1120708,1120708,0.222032,,,
SA1,1120709,1120709,0.21147,,,
SA1,1120710,1120710,0.751377,,,
SA1,1120711,1120711,0.286119,,,
SA1,1120712,1120712,0.561622,,,
SA1,1120713,1120713,0.170403,,,
SA1,1120714,1120714,1.77664,,,
SA1,1120715,1120715,0.794681,,,
SA1,1120716,1120716,0.0863299,,,
SA1,1120801,1120801,0.122989,,,
SA1,1120802,1120802,0.142938,,,
SA1,1120803,1120803,0.213465,,,
SA1,1120804,1120804,0.092642,,,
SA1,1120805,1120805,0.811913,,,
SA1,1120806,1120806,0.149557,,,
SA1,1120807,1120807,0.24079,,,
SA1,1120808,1120808,3.35417,,,
SA1,1120809,1120809,0.51509,,,
SA1,1120810,1120810,0.198494,,,
SA1,1120811,1120811,0.208183,,,
SA1,1120812,1120812,0.261044,,,
SA1,1120813,1120813,0.162583,,,
SA1,1120814,1120814,0.286081,,,
SA1,1120815,1120815,0.16708,,,
SA1,1120816,1120816,0.141711,,,
SA1,1120817,1120817,0.170552,,,
SA1,1120818,1120818,0.161094,,,
SA1,1120819,1120819,0.171462,,,
SA1,1120820,1120820,0.168264,,,
SA1,1120821,1120821,0.163222,,,
SA1,1120822,1120822,0.38667,,,
SA1,1120823,1120823,2.37766,,,
SA1,1120824,1120824,0.0707531,,,
SA1,1120825,1120825,0.293889,,,
SA1,1120826,1120826,0.447203,,,
SA1,1120827,1120827,0.200579,,,
SA1,1120828,1120828,0.223816,,,
SA1,1120829,1120829,0.177919,,,
SA1,1120830,1120830,0.210411,,,
SA1,1120831,1120831,0.115214,,,
SA1,1120832,1120832,0.14587,,,
SA1,1120833,1120833,0.1718,,,
SA1,1120834,1120834,0.229953,,,
SA1,1120835,1120835,0.470459,,,
SA1,1120836,1120836,0.164171,,,
SA1,1120837,1120837,0.12173,,,
SA1,1120838,1120838,0.171939,,,
SA1,1120839,1120839,0.15483,,,
SA1,1120840,1120840,0.190409,,,
SA1,1120841,1120841,0.173112,,,
SA1,1120842,1120842,0.193567,,,
SA1,1120843,1120843,0.165836,,,
SA1,1120844,1120844,0.140211,,,
SA1,1120845,1120845,0.221156,,,
SA1,1120846,1120846,0.151126,,,
SA1,1120847,1120847,0.109407,,,
SA1,1120848,1120848,0.298203,,,
SA1,1120849,1120849,0.185875,,,
SA1,1120850,1120850,0.0982907,,,
SA1,1120851,1120851,0.177678,,,
SA1,1120852,1120852,0.186457,,,
SA1,1120853,1120853,0.341491,,,
SA1,1120854,1120854,0.482873,,,
SA1,1120855,1120855,0.263949,,,
SA1,1120856,1120856,0.264968,,,
SA1,1120857,1120857,0.851822,,,
SA1,1120858,1120858,0.398584,,,
SA1,1120859,1120859,0.159093,,,
SA1,1120860,1120860,0.753076,,,
SA1,1120861,1120861,0.140337,,,
SA1,1120862,1120862,0.137363,,,
SA1,1120863,1120863,0.207794,,,
SA1,1120864,1120864,0.246202,,,
SA1,1120865,1120865,0.987567,,,
SA1,1120866,1120866,0.71682,,,
SA1,1120901,1120901,0.93787,,,
SA1,1120902,1120902,2.07321,,,
SA1,1120903,1120903,0.111373,,,
SA1,1120904,1120904,0.241456,,,
SA1,1120905,1120905,0.412586,,,
SA1,1120906,1120906,0.225372,,,
SA1,1120907,1120907,0.363153,,,
SA1,1120908,1120908,1.12594,,,
SA1,1120909,1120909,0.132563,,,
SA1,1120910,1120910,0.12525,,,
SA1,1120911,1120911,0.178874,,,
SA1,1120912,1120912,0.0803763,,,
SA1,1120913,1120913,0.133438,,,
SA1,1120914,1120914,0.206834,,,
SA1,1120915,1120915,0.435444,,,
SA1,1120916,1120916,0.295235,,,
SA1,1120917,1120917,0.424493,,,
SA1,1120918,1120918,0.425063,,,
SA1,1120919,1120919,0.197401,,,
SA1,1120920,1120920,0.786428,,,
SA1,1120921,1120921,0.263865,,,
SA1,1120922,1120922,0.232135,,,
SA1,1120923,1120923,0.163306,,,
SA1,1120924,1120924,0.222637,,,
SA1,1120925,1120925,0.214045,,,
SA1,1120926,1120926,0.321435,,,
SA1,1120927,1120927,0.294635,,,
SA1,1120928,1120928,0.270377,,,
SA1,1120929,1120929,0.164483,,,
SA1,1120930,1120930,0.244924,,,
SA1,1120931,1120931,0.224925,,,
SA1,1120932,1120932,0.19873,,,
SA1,1120933,1120933,0.364865,,,
SA1,1120934,1120934,0.263129,,,
SA1,1120935,1120935,0.183721,,,
SA1,1120936,1120936,0.158856,,,
SA1,1120937,1120937,1.6917,,,
SA1,1120938,1120938,0.966626,,,
SA1,1120939,1120939,0.392698,,,
SA1,1120940,1120940,0.885518,,,
SA1,1120941,1120941,0.916475,,,
SA1,1120942,1120942,0.167082,,,
SA1,1120943,1120943,0.463114,,,
SA1,1120944,1120944,0.249827,,,
SA1,1120945,1120945,0.213792,,,
SA1,1120946,1120946,0.304481,,,
SA1,1120947,1120947,0.264851,,,
SA1,1120948,1120948,0.462833,,,
SA1,1120949,1120949,0.203238,,,
SA1,1120950,1120950,0.212011,,,
SA1,1120951,1120951,0.232279,,,
SA1,1120952,1120952,0.234542,,,
SA1,1120953,1120953,0.237067,,,
SA1,1120954,1120954,0.329734,,,
SA1,1120955,1120955,0.277584,,,
SA1,1120956,1120956,0.517869,,,
SA1,1121001,1121001,0.0694413,,,
SA1,1121002,1121002,0.106588,,,
SA1,1121003,1121003,0.679655,,,
SA1,1121004,1121004,0.372662,,,
SA1,1121005,1121005,0.217445,,,
SA1,1121006,1121006,0.317736,,,
SA1,1121007,1121007,0.383889,,,
SA1,1121008,1121008,0.319899,,,
SA1,1121009,1121009,0.411769,,,
SA1,1121010,1121010,0.145138,,,
SA1,1121011,1121011,0.130822,,,
SA1,1121012,1121012,0.118507,,,
SA1,1121013,1121013,0.200699,,,
SA1,1121014,1121014,0.114843,,,
SA1,1121015,1121015,0.815975,,,
SA1,1121016,1121016,0.413584,,,
SA1,1121017,1121017,0.113125,,,
SA1,1121018,1121018,0.50256,,,
SA1,1121019,1121019,0.200694,,,
SA1,1121020,1121020,0.174649,,,
SA1,1121021,1121021,0.198185,,,
SA1,1121022,1121022,0.260425,,,
SA1,1121101,1121101,0.311772,,,
SA1,1121102,1121102,0.176981,,,
SA1,1121103,1121103,0.315116,,,
SA1,1121104,1121104,0.109505,,,
SA1,1121105,1121105,0.95761,,,
SA1,1121106,1121106,0.179007,,,
SA1,1121107,1121107,0.200242,,,
SA1,1121108,1121108,0.270525,,,
SA1,1121109,1121109,0.845004,,,
SA1,1121110,1121110,0.316814,,,
SA1,1121201,1121201,0.368649,,,
SA1,1121202,1121202,0.233144,,,
SA1,1121203,1121203,0.818462,,,
SA1,1121204,1121204,0.372961,,,
SA1,1121205,1121205,0.238351,,,
SA1,1121206,1121206,0.174657,,,
SA1,1121207,1121207,0.240678,,,
SA1,1121208,1121208,0.30979,,,
SA1,1121209,1121209,0.147084,,,
SA1,1121210,1121210,0.0942026,,,
SA1,1121211,1121211,0.379653,,,
SA1,1121212,1121212,0.22146,,,
SA1,1121213,1121213,0.380079,,,
SA1,1121214,1121214,22.8963,,,
SA1,1121215,1121215,0.286329,,,
SA1,1121216,1121216,0.122067,,,
SA1,1121217,1121217,0.197794,,,
SA1,1121218,1121218,0.146613,,,
SA1,1121219,1121219,0.196745,,,
SA1,1121220,1121220,1.6155,,,
SA1,1121221,1121221,0.458888,,,
SA1,1121222,1121222,1.10868,,,
