region_id,2011_Census_100_149_Landlord_type_Other_landlord_type,2011_Census_100_149_Landlord_type_Not_stated,2011_Census_100_149_Total,2011_Census_150_199_Landlord_type_Real_estate_agent,2011_Census_150_199_Landlord_type_State_territory_housing_authority,2011_Census_150_199_Landlord_type_Person_not_in_the_same_household,2011_Census_150_199_Landlord_type_Housing_co_operative_community_church_group,2011_Census_150_199_Landlord_type_Other_landlord_type,2011_Census_150_199_Landlord_type_Not_stated,2011_Census_150_199_Total,2011_Census_200_224_Landlord_type_Real_estate_agent,2011_Census_200_224_Landlord_type_State_territory_housing_authority,2011_Census_200_224_Landlord_type_Person_not_in_the_same_household,2011_Census_200_224_Landlord_type_Housing_co_operative_community_church_group,2011_Census_200_224_Landlord_type_Other_landlord_type,2011_Census_200_224_Landlord_type_Not_stated,2011_Census_200_224_Total,2011_Census_225_274_Landlord_type_Real_estate_agent,2011_Census_225_274_Landlord_type_State_territory_housing_authority,2011_Census_225_274_Landlord_type_Person_not_in_the_same_household,2011_Census_225_274_Landlord_type_Housing_co_operative_community_church_group,2011_Census_225_274_Landlord_type_Other_landlord_type,2011_Census_225_274_Landlord_type_Not_stated,2011_Census_225_274_Total,2011_Census_275_349_Landlord_type_Real_estate_agent,2011_Census_275_349_Landlord_type_State_territory_housing_authority,2011_Census_275_349_Landlord_type_Person_not_in_the_same_household,2011_Census_275_349_Landlord_type_Housing_co_operative_community_church_group,2011_Census_275_349_Landlord_type_Other_landlord_type,2011_Census_275_349_Landlord_type_Not_stated,2011_Census_275_349_Total,2011_Census_350_449_Landlord_type_Real_estate_agent,2011_Census_350_449_Landlord_type_State_territory_housing_authority,2011_Census_350_449_Landlord_type_Person_not_in_the_same_household,2011_Census_350_449_Landlord_type_Housing_co_operative_community_church_group,2011_Census_350_449_Landlord_type_Other_landlord_type,2011_Census_350_449_Landlord_type_Not_stated,2011_Census_350_449_Total,2011_Census_450_549_Landlord_type_Real_estate_agent,2011_Census_450_549_Landlord_type_State_territory_housing_authority,2011_Census_450_549_Landlord_type_Person_not_in_the_same_household,2011_Census_450_549_Landlord_type_Housing_co_operative_community_church_group,2011_Census_450_549_Landlord_type_Other_landlord_type,2011_Census_450_549_Landlord_type_Not_stated,2011_Census_450_549_Total,2011_Census_550_649_Landlord_type_Real_estate_agent,2011_Census_550_649_Landlord_type_State_territory_housing_authority,2011_Census_550_649_Landlord_type_Person_not_in_the_same_household,2011_Census_550_649_Landlord_type_Housing_co_operative_community_church_group,2011_Census_550_649_Landlord_type_Other_landlord_type,2011_Census_550_649_Landlord_type_Not_stated,2011_Census_550_649_Total,2011_Census_650_and_over_Landlord_type_Real_estate_agent,2011_Census_650_and_over_Landlord_type_State_territory_housing_authority,2011_Census_650_and_over_Landlord_type_Person_not_in_the_same_household,2011_Census_650_and_over_Landlord_type_Housing_co_operative_community_church_group,2011_Census_650_and_over_Landlord_type_Other_landlord_type,2011_Census_650_and_over_Landlord_type_Not_stated,2011_Census_650_and_over_Total,2011_Census_Rent_not_stated_Landlord_type_Real_estate_agent,2011_Census_Rent_not_stated_Landlord_type_State_territory_housing_authority,2011_Census_Rent_not_stated_Landlord_type_Person_not_in_the_same_household,2011_Census_Rent_not_stated_Landlord_type_Housing_co_operative_community_church_group,2011_Census_Rent_not_stated_Landlord_type_Other_landlord_type,2011_Census_Rent_not_stated_Landlord_type_Not_stated,2011_Census_Rent_not_stated_Total,2011_Census_Total_Landlord_type_Real_estate_agent,2011_Census_Total_Landlord_type_State_territory_housing_authority,2011_Census_Total_Landlord_type_Person_not_in_the_same_household,2011_Census_Total_Landlord_type_Housing_co_operative_community_church_group,2011_Census_Total_Landlord_type_Other_landlord_type,2011_Census_Total_Landlord_type_Not_stated,2011_Census_Total_Total
40202,54,13,1313,617,494,333,57,81,11,1593,645,254,351,13,139,8,1410,1577,98,525,18,96,11,2325,1143,23,304,23,55,8,1556,111,6,47,4,4,5,177,14,0,7,0,3,0,24,0,5,0,0,0,0,5,16,16,11,0,3,6,52,69,191,78,21,34,22,415,4338,3502,1867,324,495,155,10681
40203,29,9,1003,172,299,289,72,41,8,881,221,117,253,27,78,7,703,696,175,480,35,91,18,1495,1176,80,576,20,96,8,1956,579,15,211,3,22,5,835,38,3,22,4,3,0,70,4,5,10,0,0,0,19,7,10,21,3,3,3,47,46,208,88,39,21,28,430,2999,2659,2202,509,404,153,8926
40204,25,4,1219,325,426,447,79,80,17,1374,403,198,488,42,103,5,1239,1277,310,908,51,151,14,2711,2092,47,800,14,106,17,3076,503,4,139,3,25,4,678,96,3,37,4,3,0,143,26,3,9,0,6,0,44,28,12,18,3,3,0,64,79,190,125,33,37,38,502,4914,3321,3307,455,569,181,12747
40205,3,7,471,72,173,174,18,26,0,463,92,60,236,9,51,0,448,564,121,477,7,44,8,1221,1290,31,623,0,56,14,2014,377,6,135,0,14,0,532,33,4,13,0,0,3,53,11,3,0,0,0,0,14,20,6,3,0,4,3,36,35,75,58,27,20,16,231,2517,1331,1914,192,234,147,6335
40301,10,3,281,178,30,161,18,13,5,405,198,18,140,9,6,5,376,517,8,256,0,7,8,796,647,5,339,8,15,3,1017,424,0,187,6,13,0,630,201,0,42,0,0,0,243,79,0,23,0,3,0,105,84,4,40,0,4,0,132,32,21,28,21,5,11,118,2406,289,1387,230,92,104,4508
40302,21,8,1144,150,342,270,60,26,4,852,152,93,306,21,21,6,599,552,171,522,32,35,6,1318,1388,81,751,21,44,7,2292,929,15,356,4,35,7,1346,106,6,38,0,0,0,150,24,7,15,0,3,0,49,24,22,23,0,3,0,72,48,191,95,35,21,23,413,3433,3222,2664,427,230,166,10142
40303,15,3,310,104,26,211,17,12,5,375,130,7,171,3,14,3,328,432,17,335,9,22,8,823,574,10,400,7,25,6,1022,397,0,232,3,17,4,653,121,0,50,0,0,0,171,49,0,10,0,3,4,66,27,4,23,3,4,0,61,32,17,61,30,5,8,153,1894,266,1751,205,131,116,4363
40304,46,16,1220,238,385,420,90,90,10,1233,317,168,515,27,33,4,1064,1649,240,1098,48,79,13,3127,2486,25,1076,20,85,29,3721,759,3,247,0,8,6,1023,67,4,36,0,7,3,117,34,4,13,0,3,0,54,38,9,20,5,9,0,81,75,191,117,66,33,24,506,5737,3145,3936,570,428,238,14054
40401,25,13,1342,250,429,472,54,65,23,1293,292,164,430,18,40,7,951,871,211,771,25,93,13,1984,1416,119,968,21,106,17,2647,932,18,444,3,39,8,1444,181,0,77,0,7,4,269,71,4,31,7,3,0,116,69,14,33,3,6,0,125,55,257,113,42,27,23,517,4239,3820,3757,467,442,250,12975
40402,15,8,948,202,296,280,44,34,6,862,189,115,266,12,36,9,627,552,190,381,15,42,8,1188,912,73,439,5,59,17,1505,454,7,163,0,13,0,637,76,4,29,0,3,0,112,22,9,11,0,0,0,42,17,13,12,0,5,0,47,35,174,63,19,15,15,321,2520,2806,1909,273,241,129,7878
40403,22,12,684,319,135,407,31,45,11,948,399,39,336,22,38,3,837,860,48,587,29,64,10,1598,1064,33,686,33,63,15,1894,613,3,379,4,30,10,1039,127,0,65,0,8,0,200,39,0,19,0,0,3,61,25,3,24,4,11,3,70,47,78,109,28,14,23,299,3583,1276,2984,368,315,178,8704
40501,42,3,254,161,38,173,17,31,3,423,154,8,146,3,8,3,322,329,8,137,7,16,4,501,208,0,99,0,12,0,319,53,0,17,0,0,0,70,5,0,4,0,0,0,9,0,0,5,0,0,0,5,5,0,13,0,3,3,24,12,0,28,14,25,7,86,951,160,839,140,187,93,2370
40502,44,5,346,159,32,230,19,38,5,483,95,3,89,3,8,3,201,132,0,60,5,10,0,207,62,0,20,0,3,0,85,11,0,6,0,4,0,21,0,0,3,0,5,0,8,4,0,3,0,5,0,12,4,3,13,3,0,0,23,10,13,40,0,29,6,98,543,169,811,96,233,140,1992
40503,61,4,680,425,76,200,11,55,3,770,119,17,54,5,10,0,205,137,4,38,0,7,0,186,42,0,19,0,13,0,74,12,5,9,0,3,0,29,0,0,4,0,0,0,4,0,0,0,0,3,0,3,4,4,12,0,0,0,20,20,64,40,3,30,5,162,973,835,742,43,239,110,2942
40504,50,4,379,185,43,233,11,37,9,518,141,4,122,5,13,3,288,266,6,72,6,9,0,359,84,0,22,3,3,0,112,15,0,6,0,0,0,21,3,0,3,0,5,0,11,0,0,3,0,4,0,7,3,5,11,0,3,0,22,20,37,51,10,30,4,152,757,373,877,110,211,111,2439
40601,121,15,1374,674,508,430,15,127,10,1764,219,91,193,4,46,5,558,385,45,185,0,29,5,649,409,26,132,0,18,0,585,120,7,42,5,20,4,198,10,0,8,0,17,0,35,3,4,3,0,5,0,15,4,5,18,3,21,3,54,43,202,86,26,83,11,451,2031,2769,1749,192,673,264,7678
40602,303,4,826,278,191,114,7,234,5,829,109,55,41,3,28,0,236,146,20,24,0,19,0,209,118,5,30,0,15,0,168,136,10,24,0,24,3,197,95,0,20,0,15,0,130,37,5,5,0,18,0,65,18,0,11,0,27,0,56,30,84,37,11,142,8,312,1110,1094,525,269,1352,140,4490
40701,56,9,431,334,38,346,34,43,4,799,334,19,276,7,26,3,665,642,10,262,5,23,5,947,392,3,153,0,6,0,554,57,3,30,4,5,0,99,6,0,3,0,3,0,12,8,0,0,0,3,0,11,13,0,18,0,6,0,37,31,19,53,12,32,7,154,1897,283,1521,175,288,148,4312
40702,130,11,1614,875,281,406,29,102,8,1701,467,31,203,4,30,3,738,437,9,116,3,27,5,597,155,7,47,0,12,0,221,26,7,14,3,7,0,57,0,0,7,0,7,0,14,0,3,0,0,3,0,6,12,7,25,0,12,0,56,43,78,88,17,89,9,324,2687,1466,1579,171,666,249,6818
40703,226,18,1734,963,250,564,25,96,16,1914,405,24,235,5,32,4,705,569,23,133,0,24,3,752,167,4,50,4,11,0,236,17,7,13,0,3,0,40,4,0,5,0,8,0,17,3,0,3,0,5,0,11,8,4,27,0,11,3,53,40,80,93,21,87,26,347,2601,1485,2136,276,798,340,7636
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,47,11,418,89,98,160,3,59,3,412,127,31,149,5,22,3,337,439,23,274,0,30,3,769,1010,5,467,3,33,5,1523,480,3,181,0,16,3,683,41,0,30,4,6,0,81,5,4,4,0,3,0,16,19,6,28,0,11,3,67,42,39,61,8,55,13,218,2283,631,1591,71,378,180,5134
50102,55,10,775,245,194,378,17,98,8,940,287,58,383,5,53,5,791,1001,42,635,8,69,11,1766,1516,17,778,10,73,9,2403,981,3,287,0,32,11,1314,154,0,41,0,0,0,195,60,3,18,0,3,0,84,50,4,33,0,7,6,100,59,81,91,7,46,15,299,4411,1340,3052,155,521,235,9714
50103,48,3,418,163,38,150,7,24,0,382,83,10,90,0,17,0,200,134,3,70,0,9,3,219,108,0,36,3,9,0,156,21,0,7,0,3,0,31,0,0,0,0,3,0,3,0,0,3,0,3,0,6,0,0,10,0,16,0,26,8,5,34,3,26,7,83,640,256,648,50,244,126,1964
50201,55,3,616,230,158,332,50,52,7,829,336,44,353,3,54,8,798,1199,31,578,13,53,12,1886,1902,19,630,21,69,20,2661,1010,5,298,3,18,7,1341,149,0,38,0,3,0,190,47,0,12,0,3,0,62,40,3,20,0,3,10,76,66,50,75,7,32,25,255,5035,865,2718,202,380,224,9424
50301,16,4,218,85,42,85,12,32,0,256,108,25,97,4,47,0,281,275,24,179,0,49,4,531,439,11,266,3,21,3,743,740,8,346,3,19,3,1119,579,3,239,3,13,3,840,325,3,135,0,3,0,466,935,4,357,0,27,0,1323,63,18,71,14,25,10,201,3582,423,2060,80,284,157,6586
50302,18,9,634,252,126,270,45,25,10,728,308,35,277,9,20,7,656,1035,17,524,18,47,3,1644,1759,36,908,10,73,14,2800,2610,16,1056,5,80,12,3779,2099,3,674,6,36,3,2821,1038,0,285,4,20,3,1350,1097,12,324,6,41,3,1483,189,79,172,28,75,36,579,10508,1442,4916,324,499,264,17953
50401,11,9,508,142,160,301,31,33,11,678,149,53,273,8,25,4,512,518,73,438,8,45,8,1090,1490,30,877,9,95,15,2516,1459,5,755,3,59,10,2291,334,3,140,0,8,3,488,79,0,25,0,4,3,111,55,0,26,0,13,0,94,64,81,101,17,14,23,300,4355,1231,3280,179,332,204,9581
50402,3,3,170,17,33,73,6,9,3,141,20,15,71,3,5,0,114,63,14,101,3,8,0,189,249,7,232,10,33,3,534,271,6,172,3,0,0,452,114,0,31,0,3,0,148,28,0,3,0,0,0,31,12,3,6,0,3,0,24,17,33,30,6,11,6,103,799,334,859,59,84,69,2204
50403,20,4,480,49,189,168,29,30,8,473,49,77,153,5,46,0,330,148,99,254,9,45,3,558,1145,39,684,13,70,7,1958,1558,15,746,4,71,19,2413,308,5,120,0,7,0,440,65,3,27,0,4,0,99,36,3,26,4,6,4,79,49,96,89,12,41,9,296,3434,1350,2530,123,381,149,7967
50501,15,6,267,45,51,164,6,8,3,277,29,16,170,0,7,3,225,100,18,287,0,21,3,429,878,11,842,3,61,11,1806,2444,7,1246,5,78,11,3791,797,0,376,0,17,4,1194,334,0,117,0,5,0,456,330,0,120,5,11,4,470,67,27,98,9,19,11,231,5054,395,3715,80,263,176,9683
50502,46,14,1244,210,356,465,40,48,0,1119,328,109,470,10,47,5,969,1019,112,906,23,91,12,2163,3398,58,2095,12,224,27,5814,3642,25,1898,9,179,24,5777,1077,11,468,0,32,3,1591,440,7,164,0,11,3,625,502,16,162,4,24,4,712,145,207,244,41,59,52,748,10857,3210,7531,378,801,368,23145
50503,31,0,553,25,198,159,31,35,0,448,34,77,175,3,34,4,327,168,108,293,15,35,8,627,1425,34,935,15,85,20,2514,2905,6,1201,9,110,18,4249,660,7,275,0,16,6,964,157,3,44,0,3,3,210,110,5,58,0,10,0,183,66,77,122,21,28,21,335,5574,1362,3553,140,409,181,11219
50601,30,3,329,38,104,133,6,33,3,317,57,44,148,3,9,3,264,374,35,278,4,20,3,714,1228,20,557,15,58,6,1884,426,7,211,4,19,3,670,160,0,56,0,11,0,227,19,0,14,0,0,0,33,12,6,6,0,5,3,32,36,52,62,8,15,16,189,2371,715,1638,110,218,103,5155
50602,12,5,597,124,205,199,17,17,5,567,174,83,212,3,14,0,486,561,58,364,6,29,5,1023,1566,27,823,4,94,15,2529,1880,11,784,3,72,15,2765,604,3,207,0,17,3,834,209,3,52,3,8,0,275,171,10,55,0,17,0,253,77,102,102,10,35,23,349,5434,1766,3104,117,342,180,10943
50603,29,10,703,68,130,216,31,17,7,469,67,56,169,15,12,0,319,199,35,304,10,24,4,576,1124,13,734,6,86,9,1972,1960,11,855,7,71,12,2916,467,4,215,0,16,4,706,87,3,60,0,3,0,153,90,10,75,0,7,0,182,79,86,124,35,13,27,364,4238,1253,3155,300,291,172,9409
50604,32,12,510,45,154,186,33,50,0,468,67,64,236,4,23,4,398,231,63,388,6,32,0,720,1376,21,921,3,94,23,2438,1423,14,633,0,55,13,2138,376,3,129,0,12,3,523,39,4,13,0,0,0,56,37,4,16,0,10,0,67,48,83,120,10,28,20,309,3659,1028,2911,137,359,170,8264
50605,21,4,188,15,30,89,10,10,4,158,16,6,103,5,8,0,138,65,22,130,4,7,0,228,343,0,347,3,17,0,710,616,0,303,0,23,4,946,161,0,68,0,6,0,235,32,0,11,0,0,0,43,20,0,12,0,7,0,39,22,12,42,12,12,8,108,1299,254,1269,60,120,92,3094
50606,5,0,41,6,4,27,0,9,0,46,3,0,29,0,5,4,41,21,0,56,0,4,3,84,49,0,77,4,4,0,134,193,0,63,0,0,0,256,30,0,23,0,0,0,53,6,0,10,0,3,0,19,3,0,4,0,4,0,11,3,0,21,0,10,9,43,320,22,379,7,70,46,844
50607,13,3,354,62,80,120,7,13,6,288,73,28,111,0,3,3,218,204,22,168,3,3,3,403,970,38,428,3,22,3,1464,1158,14,435,0,16,4,1627,495,3,188,0,12,5,703,232,0,60,0,5,0,297,351,8,83,0,11,0,453,48,44,60,12,20,11,195,3626,751,1926,102,135,111,6651
50701,22,7,468,50,168,142,15,33,3,411,41,45,170,8,22,0,286,176,71,250,10,45,8,560,798,35,560,3,50,5,1451,1689,4,683,3,55,19,2453,451,3,136,0,10,8,608,73,0,26,0,0,0,99,72,10,44,0,4,0,130,62,89,75,9,21,23,279,3436,1222,2307,132,278,149,7524
50702,9,0,307,42,101,67,14,17,0,241,40,36,78,6,10,0,170,137,40,145,9,20,4,355,394,20,276,3,18,3,714,548,4,341,3,17,3,916,348,3,181,5,6,3,546,161,3,52,0,4,0,220,189,3,75,0,5,3,275,43,91,53,6,31,4,228,1922,1142,1412,71,170,69,4786
50703,5,4,231,20,91,75,6,5,6,203,87,30,101,3,7,3,231,381,17,177,0,16,0,591,475,3,212,0,19,3,712,336,0,100,0,8,3,447,27,0,8,0,0,0,35,8,0,3,0,0,0,11,7,3,5,0,0,0,15,14,32,27,3,8,11,95,1365,536,777,30,72,58,2838
50704,8,3,384,50,97,169,29,32,7,384,79,27,138,3,20,4,271,181,25,223,7,13,3,452,808,18,584,5,28,5,1448,1539,4,744,9,38,3,2337,730,3,277,0,22,3,1035,265,3,102,3,3,3,379,366,10,148,4,18,3,549,56,54,102,12,19,13,256,4101,844,2850,145,232,184,8356
50705,39,3,471,192,105,300,8,65,13,683,222,50,299,0,170,4,745,757,46,575,0,109,10,1497,2209,11,875,4,80,10,3189,1820,5,473,4,36,3,2341,217,0,58,0,9,0,284,48,0,16,0,0,0,64,46,6,26,0,11,0,89,74,58,86,8,34,24,284,5636,885,2997,66,579,160,10323
50801,54,3,279,68,54,102,3,47,3,277,76,16,88,0,16,0,196,137,8,81,0,62,3,291,154,3,88,0,6,0,251,104,0,24,0,8,3,139,14,0,8,0,5,0,27,0,0,5,0,0,0,5,3,0,9,0,4,0,16,21,11,32,3,49,3,119,594,272,595,55,374,102,1992
50802,91,3,268,37,84,41,4,82,0,248,36,20,19,5,36,3,119,31,27,32,0,39,3,132,64,13,45,0,29,0,151,77,5,31,0,16,0,129,38,0,20,0,10,0,68,13,0,7,0,7,0,27,31,3,36,0,77,3,150,28,23,30,0,91,8,180,373,483,330,34,612,82,1914
50803,203,11,600,118,169,89,10,210,9,605,121,44,102,6,68,3,344,324,40,138,9,52,0,563,558,27,193,0,32,4,814,519,11,107,0,19,3,659,169,4,39,0,9,5,226,80,0,6,0,7,0,93,30,0,8,0,8,3,49,67,60,43,17,77,11,275,2042,1005,881,297,1081,201,5507
50804,312,4,787,23,267,27,9,236,0,562,7,113,36,5,104,0,265,37,85,49,3,85,3,262,58,84,56,4,68,0,270,101,47,91,6,67,4,316,165,12,78,4,35,0,294,167,3,52,4,24,0,250,262,11,115,0,111,4,503,67,167,66,54,245,29,628,923,2226,671,783,1847,254,6704
50805,100,13,773,277,225,250,16,134,9,911,190,60,208,4,73,0,535,417,46,269,5,55,0,792,511,18,275,3,34,5,846,474,3,190,3,24,0,694,78,4,40,3,15,0,140,10,0,4,0,7,0,21,15,3,22,0,26,0,66,40,94,91,7,141,16,389,2074,1244,1762,145,921,273,6419
50806,899,4,1297,29,232,8,14,269,3,555,4,65,6,11,141,0,227,14,59,14,9,106,0,202,23,48,8,6,112,3,200,38,36,19,3,63,3,162,25,27,24,0,59,0,135,27,13,16,0,29,0,85,851,4,218,0,244,10,1327,305,137,91,16,736,32,1317,1512,1314,489,283,6167,347,10112
50901,107,11,954,271,185,299,47,104,4,910,226,39,245,11,30,3,554,618,23,282,7,46,3,979,688,4,258,6,27,3,986,272,0,68,3,8,3,354,18,0,9,0,3,0,30,5,0,3,0,5,0,13,13,0,18,0,13,3,47,28,74,96,16,66,12,292,2292,1053,1833,245,647,317,6387
50902,174,9,852,103,185,317,10,105,4,724,105,39,190,4,45,3,386,186,11,184,5,24,9,419,194,8,141,0,19,0,362,102,6,69,0,16,0,193,26,0,14,0,3,0,43,5,0,3,0,3,0,11,3,0,17,0,4,0,24,25,50,93,9,136,10,323,808,945,1704,147,979,367,4950
50903,76,10,446,74,81,140,20,59,0,374,35,23,82,4,14,4,162,64,11,52,0,8,0,135,54,5,35,0,5,4,103,27,0,30,0,7,0,64,16,0,11,0,0,0,27,6,0,3,0,0,0,9,0,0,3,0,5,0,8,7,25,51,0,69,7,159,304,443,740,106,460,180,2233
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,3,3,266,51,204,33,18,10,4,320,67,98,45,0,3,0,213,168,12,91,0,13,0,284,101,3,57,0,10,0,171,27,4,20,0,3,0,54,9,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,38,15,0,3,7,69,432,915,299,35,48,30,1759
60102,11,0,445,84,164,163,19,16,3,449,97,81,154,0,23,0,355,356,90,316,3,30,4,799,445,17,357,3,28,9,859,255,3,151,0,3,0,412,58,3,23,0,5,0,89,12,3,10,0,0,0,25,5,3,20,0,0,0,28,20,58,28,13,14,7,140,1374,1168,1403,66,146,86,4243
60103,33,8,776,277,195,352,34,44,8,910,206,102,282,7,33,4,634,630,116,449,10,71,4,1280,704,28,430,21,58,7,1248,131,10,92,0,21,3,257,4,0,14,0,0,0,18,4,4,0,0,0,0,8,5,8,20,5,4,3,45,21,78,56,5,25,14,199,2095,1740,1998,219,314,134,6500
60104,0,3,188,26,39,95,32,6,0,198,32,13,88,4,7,3,147,149,23,158,3,21,0,354,430,17,257,9,23,0,736,256,0,133,0,10,3,402,48,3,15,0,4,0,70,6,0,0,0,0,0,6,6,0,9,0,0,0,15,10,14,25,3,5,4,61,974,337,898,103,79,54,2445
60105,22,5,538,367,52,371,36,44,7,877,217,11,259,8,17,3,515,515,15,404,9,19,3,965,779,23,542,9,22,11,1386,721,0,437,6,15,5,1184,274,3,120,4,7,3,411,87,3,43,5,0,0,138,54,5,34,5,4,5,107,38,36,59,10,18,8,169,3154,653,2605,236,201,125,6974
60106,4,3,101,44,16,92,5,9,0,166,41,7,57,0,7,3,115,107,8,120,0,9,0,244,131,4,93,0,7,0,235,45,0,12,0,3,0,60,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,7,3,7,14,0,3,3,30,386,93,493,18,55,38,1083
60201,72,19,1201,778,295,614,40,71,15,1813,548,100,436,13,43,12,1152,1154,75,605,6,55,18,1913,974,24,449,13,51,9,1520,284,4,102,0,5,7,402,55,0,26,0,6,4,91,18,0,0,0,0,0,18,20,3,19,0,4,3,49,54,87,63,25,17,20,266,4168,2000,2837,246,368,211,9830
60202,25,3,229,107,23,154,9,28,3,324,85,15,83,0,12,4,199,148,8,72,3,10,8,249,76,0,41,0,0,0,117,24,0,6,0,0,0,30,6,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,5,0,0,0,13,6,4,28,0,22,4,64,488,136,617,48,147,98,1534
60203,66,11,559,338,96,332,15,33,8,822,216,17,146,0,9,0,388,205,17,104,0,10,3,339,106,0,46,6,0,0,158,27,3,8,3,0,0,41,3,0,5,0,0,0,8,0,0,0,0,0,0,0,5,3,8,0,8,0,24,15,18,52,12,57,6,160,1019,540,1179,136,361,197,3432
60301,27,3,122,37,3,76,0,12,3,131,24,0,34,0,4,0,62,25,0,24,0,6,0,55,21,0,20,0,0,0,41,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,5,3,23,0,33,3,67,131,31,347,13,167,70,759
60302,17,3,154,70,16,101,11,16,0,214,67,7,72,15,14,3,178,114,0,79,4,10,3,210,105,0,47,0,13,0,165,18,0,10,0,0,0,28,0,0,3,0,0,0,3,0,0,5,0,0,0,5,6,0,0,0,5,0,11,11,3,20,4,7,0,45,407,88,513,41,104,70,1223
60303,7,3,93,50,9,108,0,15,3,185,37,0,52,0,3,0,92,29,3,33,0,4,0,69,7,0,4,0,0,0,11,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,3,4,11,0,9,0,27,151,41,307,5,72,41,617
60401,54,9,880,544,281,380,19,59,10,1293,337,32,265,4,37,11,686,460,21,271,5,27,3,787,217,3,80,10,6,0,316,37,7,9,0,3,0,56,8,3,0,0,0,0,11,0,3,0,0,0,0,3,4,6,7,0,6,3,26,39,58,42,6,13,8,166,1842,1417,1423,128,245,127,5182
60402,31,4,599,277,232,305,24,56,11,905,261,45,287,3,30,0,626,536,16,321,7,25,12,917,246,3,119,9,16,0,393,46,0,16,0,0,0,62,3,0,6,0,0,0,9,5,0,5,0,0,0,10,8,0,7,0,0,0,15,16,48,42,8,16,10,140,1476,1097,1420,123,217,134,4467
60403,54,4,423,187,30,188,0,22,4,431,60,4,56,0,9,0,129,55,0,23,0,7,0,85,13,0,23,0,0,0,36,3,0,8,0,5,0,16,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,18,5,37,4,54,6,124,488,147,659,71,405,121,1891
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,19,0,109,25,37,45,0,150,0,257,22,18,43,4,117,3,207,56,21,58,0,92,3,230,196,9,120,4,63,4,396,579,6,229,0,25,3,842,570,4,166,0,23,4,767,478,0,113,3,14,0,608,521,0,173,0,29,3,726,59,27,43,6,56,8,199,2527,417,1053,74,647,60,4778
70102,34,4,341,27,126,81,20,146,4,404,47,69,87,3,133,4,343,142,66,145,0,160,6,519,420,203,288,11,106,11,1039,807,37,499,11,67,9,1430,661,10,317,6,30,7,1031,227,4,107,3,6,3,350,179,0,82,0,30,4,295,33,91,59,11,59,12,265,2552,1392,1772,113,825,133,6787
70103,15,3,60,6,0,39,0,24,0,69,5,0,48,0,18,0,71,8,0,56,0,22,0,86,21,0,83,0,10,0,114,47,0,82,0,13,3,145,77,0,75,0,0,0,152,45,3,32,0,0,0,80,23,0,16,0,34,0,73,3,3,24,3,22,5,60,241,16,556,35,189,81,1118
70104,13,0,213,4,78,14,0,116,0,212,10,56,19,0,257,0,342,22,34,51,0,85,0,192,152,57,93,0,29,0,331,573,5,245,0,30,11,864,583,3,195,0,23,0,804,279,0,65,0,9,0,353,97,0,23,0,6,0,126,34,67,25,4,63,5,198,1763,878,766,18,702,46,4173
70201,98,6,324,12,81,55,18,128,4,298,26,35,51,0,35,0,147,121,20,76,4,50,4,275,240,37,125,5,40,0,447,383,32,172,0,32,7,626,348,3,106,0,28,4,489,97,0,46,3,17,0,163,75,10,39,0,40,0,164,44,248,50,29,217,29,617,1365,1617,797,395,1262,245,5681
70202,24,0,103,3,15,14,4,10,4,50,11,5,18,5,7,0,46,3,6,9,3,8,0,29,5,5,15,0,5,0,30,9,7,5,0,7,0,28,3,0,0,0,9,0,12,0,0,0,0,3,0,3,0,0,4,0,4,0,8,3,61,18,14,68,3,167,37,397,111,129,267,49,990
70203,37,3,231,0,81,21,7,28,0,137,3,14,12,6,8,0,43,4,19,15,4,7,0,49,6,13,16,0,0,0,35,5,3,10,0,7,0,25,3,0,8,0,0,0,11,0,0,4,0,7,0,11,4,0,4,0,25,0,33,0,117,15,22,124,11,289,28,1242,152,310,771,162,2665
