region_id,Managers_2001_Census_Males,Managers_2001_Census_Females,Managers_2001_Census_Persons,Managers_2006_Census_Males,Managers_2006_Census_Females,Managers_2006_Census_Persons,Managers_2011_Census_Males,Managers_2011_Census_Females,Managers_2011_Census_Persons,Professionals_2001_Census_Males,Professionals_2001_Census_Females,Professionals_2001_Census_Persons,Professionals_2006_Census_Males,Professionals_2006_Census_Females,Professionals_2006_Census_Persons,Professionals_2011_Census_Males,Professionals_2011_Census_Females,Professionals_2011_Census_Persons,Technicians_and_trades_workers_2001_Census_Males,Technicians_and_trades_workers_2001_Census_Females,Technicians_and_trades_workers_2001_Census_Persons,Technicians_and_trades_workers_2006_Census_Males,Technicians_and_trades_workers_2006_Census_Females,Technicians_and_trades_workers_2006_Census_Persons,Technicians_and_trades_workers_2011_Census_Males,Technicians_and_trades_workers_2011_Census_Females,Technicians_and_trades_workers_2011_Census_Persons,Community_and_personal_service_workers_2001_Census_Males,Community_and_personal_service_workers_2001_Census_Females,Community_and_personal_service_workers_2001_Census_Persons,Community_and_personal_service_workers_2006_Census_Males,Community_and_personal_service_workers_2006_Census_Females,Community_and_personal_service_workers_2006_Census_Persons,Community_and_personal_service_workers_2011_Census_Males,Community_and_personal_service_workers_2011_Census_Females,Community_and_personal_service_workers_2011_Census_Persons,Clerical_and_administrative_workers_2001_Census_Males,Clerical_and_administrative_workers_2001_Census_Females,Clerical_and_administrative_workers_2001_Census_Persons,Clerical_and_administrative_workers_2006_Census_Males,Clerical_and_administrative_workers_2006_Census_Females,Clerical_and_administrative_workers_2006_Census_Persons,Clerical_and_administrative_workers_2011_Census_Males,Clerical_and_administrative_workers_2011_Census_Females,Clerical_and_administrative_workers_2011_Census_Persons,Sales_workers_2001_Census_Males,Sales_workers_2001_Census_Females,Sales_workers_2001_Census_Persons,Sales_workers_2006_Census_Males,Sales_workers_2006_Census_Females,Sales_workers_2006_Census_Persons,Sales_workers_2011_Census_Males,Sales_workers_2011_Census_Females,Sales_workers_2011_Census_Persons,Machinery_operators_and_drivers_2001_Census_Males,Machinery_operators_and_drivers_2001_Census_Females,Machinery_operators_and_drivers_2001_Census_Persons,Machinery_operators_and_drivers_2006_Census_Males,Machinery_operators_and_drivers_2006_Census_Females,Machinery_operators_and_drivers_2006_Census_Persons,Machinery_operators_and_drivers_2011_Census_Males,Machinery_operators_and_drivers_2011_Census_Females,Machinery_operators_and_drivers_2011_Census_Persons,Labourers_2001_Census_Males,Labourers_2001_Census_Females,Labourers_2001_Census_Persons,Labourers_2006_Census_Males,Labourers_2006_Census_Females,Labourers_2006_Census_Persons,Labourers_2011_Census_Males,Labourers_2011_Census_Females,Labourers_2011_Census_Persons,Inadequately_described_Not_stated_2001_Census_Males,Inadequately_described_Not_stated_2001_Census_Females,Inadequately_described_Not_stated_2001_Census_Persons,Inadequately_described_Not_stated_2006_Census_Males,Inadequately_described_Not_stated_2006_Census_Females,Inadequately_described_Not_stated_2006_Census_Persons,Inadequately_described_Not_stated_2011_Census_Males,Inadequately_described_Not_stated_2011_Census_Females,Inadequately_described_Not_stated_2011_Census_Persons,Total_2001_Census_Males,Total_2001_Census_Females,Total_2001_Census_Persons,Total_2006_Census_Males,Total_2006_Census_Females,Total_2006_Census_Persons,Total_2011_Census_Males,Total_2011_Census_Females,Total_2011_Census_Persons
21501,4722,2022,6744,4471,1845,6316,4031,1666,5697,1287,2107,3394,1256,2329,3585,1258,2424,3682,2837,500,3337,2643,580,3223,2803,565,3368,650,1610,2260,673,1841,2514,721,2057,2778,496,1943,2439,493,2033,2526,494,2085,2579,805,1374,2179,860,1380,2240,854,1432,2286,1583,179,1762,1549,139,1688,1651,133,1784,1946,1236,3182,2208,1340,3548,2156,1292,3448,273,238,511,247,158,405,334,183,517,14599,11209,25808,14400,11645,26045,14302,11837,26139
21502,2817,1179,3996,2621,1129,3750,2272,1037,3309,1223,1565,2788,1220,1852,3072,1305,2034,3339,2271,415,2686,2457,502,2959,2495,479,2974,431,1202,1633,449,1365,1814,554,1575,2129,454,1859,2313,464,1995,2459,464,2081,2545,800,1300,2100,835,1529,2364,831,1589,2420,1243,121,1364,1324,85,1409,1393,100,1493,2048,1272,3320,2137,1333,3470,1676,1155,2831,260,201,461,239,151,390,272,168,440,11547,9114,20661,11746,9941,21687,11262,10218,21480
21503,3578,1541,5119,3221,1333,4554,2818,1084,3902,731,1173,1904,745,1318,2063,722,1406,2128,1718,291,2009,1668,319,1987,1726,307,2033,272,861,1133,255,978,1233,284,1060,1344,271,1320,1591,262,1342,1604,285,1341,1626,504,813,1317,513,880,1393,491,861,1352,1051,105,1156,1014,80,1094,1052,76,1128,1547,875,2422,1687,971,2658,1368,749,2117,238,172,410,168,134,302,224,104,328,9910,7151,17061,9533,7355,16888,8970,6988,15958
21601,2432,1204,3636,2261,1110,3371,1981,942,2923,690,1053,1743,712,1211,1923,700,1389,2089,1751,301,2052,1888,375,2263,1886,404,2290,273,860,1133,272,1030,1302,314,1194,1508,270,1205,1475,254,1348,1602,258,1394,1652,404,830,1234,458,919,1377,494,973,1467,1014,102,1116,1056,79,1135,1106,71,1177,1479,796,2275,1573,855,2428,1474,862,2336,174,134,308,157,100,257,181,128,309,8487,6485,14972,8631,7027,15658,8394,7357,15751
21602,1916,964,2880,1791,893,2684,1595,749,2344,380,696,1076,377,819,1196,408,932,1340,1248,205,1453,1350,266,1616,1382,265,1647,169,574,743,174,700,874,195,866,1061,168,806,974,157,860,1017,153,953,1106,304,507,811,330,620,950,345,662,1007,703,78,781,753,60,813,790,52,842,1110,689,1799,1271,784,2055,1227,702,1929,137,93,230,121,72,193,145,102,247,6135,4612,10747,6324,5074,11398,6240,5283,11523
21603,2999,1410,4409,2808,1261,4069,2680,1194,3874,1507,1851,3358,1558,2370,3928,1701,2756,4457,2775,438,3213,2996,502,3498,3179,576,3755,492,1248,1740,465,1548,2013,539,1793,2332,558,2319,2877,583,2438,3021,580,2572,3152,953,1667,2620,1004,1689,2693,955,1732,2687,1709,302,2011,1632,173,1805,1608,170,1778,2215,1364,3579,2324,1411,3735,2416,1305,3721,278,226,504,270,196,466,306,197,503,13486,10825,24311,13640,11588,25228,13964,12295,26259
21701,2386,1136,3522,2312,1118,3430,2113,1054,3167,824,1162,1986,829,1388,2217,866,1526,2392,1894,308,2202,2144,395,2539,2061,384,2445,293,927,1220,292,1091,1383,324,1210,1534,301,1248,1549,300,1376,1676,275,1400,1675,480,838,1318,548,910,1458,493,928,1421,1131,144,1275,1241,101,1342,1286,82,1368,1340,714,2054,1488,847,2335,1243,780,2023,204,121,325,224,139,363,210,137,347,8853,6598,15451,9378,7365,16743,8871,7501,16372
21702,5672,2985,8657,5421,2822,8243,5250,2716,7966,1893,2667,4560,2015,3190,5205,2201,3711,5912,4057,773,4830,4416,850,5266,4585,907,5492,664,2054,2718,722,2403,3125,770,2977,3747,693,2739,3432,679,2996,3675,713,3145,3858,1190,2043,3233,1295,2420,3715,1304,2464,3768,2107,255,2362,2282,138,2420,2426,145,2571,3181,1769,4950,3633,2155,5788,3632,2081,5713,402,348,750,357,270,627,400,271,671,19859,15633,35492,20820,17244,38064,21281,18417,39698
29797,22,4,26,39,13,52,13,0,13,107,5,112,108,15,123,127,13,140,210,6,216,186,0,186,312,6,318,49,10,59,16,19,35,11,7,18,9,3,12,5,8,13,9,6,15,8,0,8,8,7,15,0,3,3,74,3,77,80,0,80,90,0,90,110,0,110,134,5,139,218,9,227,3,0,3,3,0,3,7,0,7,592,31,623,579,67,646,787,44,831
30101,2374,1028,3402,2456,1279,3735,2630,1438,4068,2134,2287,4421,2266,2675,4941,2571,3252,5823,4623,632,5255,5127,763,5890,5034,776,5810,749,1778,2527,791,2195,2986,875,2411,3286,1275,4709,5984,1350,4884,6234,1305,5087,6392,1475,2352,3827,1450,2446,3896,1401,2417,3818,2189,340,2529,2256,253,2509,2143,177,2320,2073,1243,3316,2364,1525,3889,2331,1312,3643,332,233,565,331,211,542,315,258,573,17224,14602,31826,18391,16231,34622,18605,17128,35733
30102,2222,958,3180,2736,1295,4031,3156,1548,4704,1704,1852,3556,2202,2526,4728,2539,3354,5893,3175,480,3655,4163,702,4865,4774,802,5576,536,1364,1900,630,1961,2591,864,2638,3502,782,3159,3941,970,3977,4947,1086,4876,5962,1053,1567,2620,1290,2046,3336,1417,2251,3668,1458,193,1651,1621,174,1795,1828,161,1989,1443,855,2298,2109,1112,3221,2150,1151,3301,301,218,519,296,207,503,332,229,561,12674,10646,23320,16017,14000,30017,18146,17010,35156
30103,1495,760,2255,1938,1101,3039,2552,1413,3965,1755,2001,3756,2190,2554,4744,2991,3631,6622,3108,464,3572,3570,616,4186,3867,619,4486,624,1437,2061,680,1699,2379,793,2061,2854,993,3267,4260,1096,3847,4943,1268,4417,5685,937,1511,2448,1062,1625,2687,1139,1792,2931,1696,275,1971,1870,246,2116,1896,240,2136,1810,1042,2852,1994,1165,3159,1946,1102,3048,263,191,454,284,208,492,325,244,569,12681,10948,23629,14684,13061,27745,16777,15519,32296
30201,1410,575,1985,1631,709,2340,1653,827,2480,1645,1669,3314,1874,1983,3857,2234,2478,4712,1690,267,1957,1908,352,2260,2029,376,2405,502,810,1312,502,1016,1518,703,1201,1904,785,2477,3262,910,2604,3514,923,2752,3675,776,1070,1846,818,1219,2037,831,1222,2053,698,114,812,700,64,764,772,66,838,682,370,1052,868,470,1338,815,430,1245,163,145,308,157,110,267,182,151,333,8351,7497,15848,9368,8527,17895,10142,9503,19645
30202,1834,975,2809,2166,1186,3352,2351,1457,3808,2651,2989,5640,3111,3668,6779,3880,4788,8668,3232,566,3798,3432,617,4049,3483,611,4094,855,1635,2490,855,1805,2660,1062,1986,3048,1346,4105,5451,1449,4143,5592,1536,4379,5915,1227,1787,3014,1275,1831,3106,1346,1825,3171,1518,209,1727,1413,175,1588,1370,139,1509,1495,805,2300,1645,971,2616,1629,887,2516,269,217,486,254,205,459,350,256,606,14427,13288,27715,15600,14601,30201,17007,16328,33335
30203,797,392,1189,828,578,1406,1182,736,1918,1059,1183,2242,1370,1493,2863,1980,2140,4120,1655,276,1931,1852,308,2160,2062,354,2416,397,770,1167,436,926,1362,531,1147,1678,682,2101,2783,764,2197,2961,938,2531,3469,593,845,1438,587,863,1450,646,909,1555,1034,150,1184,1061,144,1205,1127,116,1243,979,618,1597,1099,644,1743,1123,672,1795,148,100,248,172,109,281,198,146,344,7344,6435,13779,8169,7262,15431,9787,8751,18538
30204,1162,631,1793,1343,744,2087,1596,984,2580,1305,1584,2889,1598,2049,3647,2200,2749,4949,2680,398,3078,2965,472,3437,3011,542,3553,630,1253,1883,645,1519,2164,785,1870,2655,1048,2846,3894,1081,3206,4287,1159,3505,4664,889,1358,2247,872,1406,2278,964,1506,2470,1503,224,1727,1518,185,1703,1509,154,1663,1385,923,2308,1594,1023,2617,1598,962,2560,207,153,360,216,160,376,267,210,477,10809,9370,20179,11832,10764,22596,13089,12482,25571
30301,1771,809,2580,2050,1053,3103,2217,1188,3405,2337,2449,4786,2704,3065,5769,3212,3681,6893,2124,374,2498,2352,452,2804,2337,444,2781,492,969,1461,516,1180,1696,664,1345,2009,878,2999,3877,986,3129,4115,1060,3279,4339,987,1384,2371,1026,1512,2538,1033,1430,2463,849,116,965,812,95,907,794,87,881,944,534,1478,1143,584,1727,1028,530,1558,190,132,322,211,128,339,233,202,435,10572,9766,20338,11800,11198,22998,12578,12186,24764
30302,1815,1085,2900,2276,1455,3731,2452,1642,4094,3891,4309,8200,4587,5322,9909,5646,6574,12220,2654,551,3205,3070,588,3658,3129,592,3721,858,1568,2426,971,1740,2711,1181,2088,3269,1257,3695,4952,1467,3968,5435,1590,4027,5617,1188,1600,2788,1317,1665,2982,1350,1540,2890,1130,163,1293,1090,135,1225,1133,107,1240,1266,759,2025,1646,788,2434,1630,734,2364,262,195,457,295,221,516,339,271,610,14321,13925,28246,16719,15882,32601,18450,17575,36025
30303,2151,957,3108,2284,1186,3470,2365,1255,3620,2863,2966,5829,3563,3685,7248,4128,4400,8528,2886,464,3350,3255,619,3874,3287,590,3877,722,1395,2117,805,1699,2504,925,1950,2875,1162,3662,4824,1285,3914,5199,1401,3937,5338,1403,1844,3247,1344,1913,3257,1286,1733,3019,1270,218,1488,1341,163,1504,1326,139,1465,1310,817,2127,1667,957,2624,1656,885,2541,241,204,445,270,229,499,287,294,581,14008,12527,26535,15814,14365,30179,16661,15183,31844
30304,983,456,1439,1084,603,1687,1135,761,1896,1653,1929,3582,2029,2252,4281,2345,2691,5036,1677,271,1948,1787,308,2095,1777,321,2098,419,777,1196,477,897,1374,583,1030,1613,664,1915,2579,682,1986,2668,739,1942,2681,653,855,1508,654,854,1508,699,795,1494,859,131,990,810,93,903,799,63,862,771,433,1204,933,507,1440,940,503,1443,123,100,223,175,114,289,231,137,368,7802,6867,14669,8631,7614,16245,9248,8243,17491
30305,1405,563,1968,1713,861,2574,1889,954,2843,1173,1217,2390,1713,1862,3575,2491,2796,5287,2188,302,2490,2889,455,3344,3137,530,3667,390,821,1211,494,1251,1745,648,1642,2290,695,2487,3182,902,3123,4025,1117,3601,4718,896,1084,1980,1054,1331,2385,1170,1573,2743,1287,222,1509,1597,214,1811,1823,202,2025,903,637,1540,1294,810,2104,1421,918,2339,199,124,323,256,155,411,274,235,509,9136,7457,16593,11912,10062,21974,13970,12451,26421
30306,1451,643,2094,1457,718,2175,1407,728,2135,1765,1642,3407,2122,2050,4172,2494,2471,4965,2201,355,2556,2376,359,2735,2395,495,2890,487,1023,1510,513,1211,1724,623,1432,2055,883,2604,3487,921,2604,3525,913,2386,3299,877,1247,2124,977,1286,2263,940,1187,2127,1102,224,1326,1094,163,1257,1250,150,1400,1007,648,1655,1209,745,1954,1266,777,2043,185,147,332,262,178,440,278,177,455,9958,8533,18491,10931,9314,20245,11566,9803,21369
30401,1537,659,2196,1610,745,2355,1653,803,2456,2004,1858,3862,2359,2261,4620,2472,2540,5012,1531,312,1843,1647,317,1964,1605,320,1925,407,845,1252,393,1014,1407,449,991,1440,604,2078,2682,655,2180,2835,658,2130,2788,736,1027,1763,766,1058,1824,691,944,1635,569,104,673,530,85,615,501,72,573,557,286,843,637,335,972,571,274,845,117,96,213,139,106,245,146,106,252,8062,7265,15327,8736,8101,16837,8746,8180,16926
30402,2147,852,2999,2374,1014,3388,2505,1043,3548,3502,3068,6570,3872,3542,7414,4011,3981,7992,1170,282,1452,1377,306,1683,1451,356,1807,367,869,1236,430,1041,1471,545,1174,1719,609,2219,2828,641,2341,2982,720,2409,3129,843,1009,1852,871,1114,1985,820,1078,1898,356,58,414,281,32,313,349,39,388,451,218,669,649,251,900,592,289,881,174,128,302,170,114,284,210,139,349,9619,8703,18322,10665,9755,20420,11203,10508,21711
30403,1463,777,2240,1698,960,2658,1796,969,2765,4079,3695,7774,4630,4273,8903,4965,4548,9513,1154,319,1473,1361,407,1768,1275,341,1616,607,1210,1817,796,1479,2275,808,1492,2300,741,2070,2811,873,2341,3214,978,2378,3356,834,1362,2196,921,1406,2327,859,1218,2077,444,72,516,435,49,484,375,40,415,705,394,1099,937,477,1414,759,317,1076,158,115,273,183,116,299,197,160,357,10185,10014,20199,11834,11508,23342,12012,11463,23475
30404,1487,692,2179,1696,873,2569,1966,1049,3015,2562,2536,5098,2906,3082,5988,3359,3700,7059,2096,350,2446,2253,416,2669,2318,460,2778,952,1232,2184,1078,1348,2426,1507,1563,3070,972,2845,3817,1005,2995,4000,1015,3049,4064,866,1268,2134,926,1312,2238,850,1191,2041,832,133,965,719,99,818,641,87,728,858,465,1323,935,508,1443,825,428,1253,158,153,311,201,147,348,225,164,389,10783,9674,20457,11719,10780,22499,12706,11691,24397
30501,2436,1292,3728,3183,1942,5125,4017,2278,6295,4185,3331,7516,5934,4959,10893,7730,6422,14152,1510,403,1913,1999,542,2541,2337,617,2954,738,1228,1966,987,1552,2539,1341,1979,3320,979,2100,3079,1390,2911,4301,1715,3362,5077,987,1102,2089,1269,1416,2685,1380,1396,2776,539,72,611,588,74,662,603,54,657,825,363,1188,1163,536,1699,1349,686,2035,230,145,375,293,206,499,452,305,757,12429,10036,22465,16806,14138,30944,20924,17099,38023
30502,1317,779,2096,1674,1090,2764,2108,1320,3428,2159,2239,4398,2735,2922,5657,3339,3740,7079,1594,312,1906,1628,364,1992,1859,363,2222,467,808,1275,497,934,1431,606,1075,1681,698,2137,2835,760,2315,3075,938,2506,3444,695,870,1565,744,976,1720,791,948,1739,569,78,647,593,68,661,532,52,584,695,342,1037,813,341,1154,737,304,1041,146,118,264,148,122,270,198,155,353,8340,7683,16023,9592,9132,18724,11108,10463,21571
30503,2772,1584,4356,3404,2198,5602,3997,2510,6507,5069,5086,10155,6165,6289,12454,7382,7473,14855,2688,592,3280,2969,746,3715,3141,726,3867,1043,1770,2813,1171,2001,3172,1386,2366,3752,1441,4257,5698,1730,4661,6391,1910,4841,6751,1471,1857,3328,1601,2064,3665,1664,2107,3771,1125,135,1260,1157,111,1268,1066,98,1164,1341,701,2042,1532,737,2269,1606,754,2360,298,243,541,356,239,595,420,358,778,17248,16225,33473,20085,19046,39131,22572,21233,43805
30504,2029,1251,3280,2291,1565,3856,2639,1682,4321,4838,4661,9499,5457,5478,10935,6158,6372,12530,1757,441,2198,1998,489,2487,2025,511,2536,787,1383,2170,913,1678,2591,975,1714,2689,1023,2967,3990,1131,3046,4177,1172,3180,4352,1035,1418,2453,1149,1541,2690,1123,1377,2500,493,82,575,474,50,524,437,58,495,761,344,1105,943,372,1315,812,336,1148,202,166,368,212,143,355,273,204,477,12925,12713,25638,14568,14362,28930,15614,15434,31048
30601,1507,884,2391,1753,1060,2813,1968,1216,3184,1486,1783,3269,1837,2287,4124,2237,3055,5292,2227,385,2612,2937,491,3428,3157,573,3730,678,1202,1880,797,1464,2261,1036,1999,3035,557,2126,2683,594,2536,3130,705,2971,3676,755,1373,2128,854,1598,2452,964,1805,2769,812,154,966,905,91,996,960,95,1055,962,577,1539,1177,750,1927,1258,731,1989,162,143,305,181,153,334,240,182,422,9146,8627,17773,11035,10430,21465,12525,12627,25152
30602,2733,1506,4239,3073,1739,4812,2972,1835,4807,2544,2802,5346,2980,3459,6439,3123,4282,7405,5066,779,5845,6014,967,6981,5990,1007,6997,1423,2550,3973,1593,3121,4714,1821,3547,5368,1120,4371,5491,1194,4887,6081,1268,5249,6517,1685,2992,4677,1749,3145,4894,1819,3060,4879,2329,344,2673,2499,232,2731,2586,196,2782,2389,1533,3922,3004,1887,4891,2876,1801,4677,393,308,701,442,335,777,507,380,887,19682,17185,36867,22548,19772,42320,22962,21357,44319
30603,1926,921,2847,1717,802,2519,1636,757,2393,680,834,1514,613,955,1568,593,980,1573,1653,292,1945,2027,304,2331,2027,317,2344,298,854,1152,277,932,1209,308,1050,1358,223,1199,1422,216,1346,1562,192,1357,1549,316,748,1064,342,763,1105,290,806,1096,1294,126,1420,1206,88,1294,1204,97,1301,2315,1272,3587,2152,1165,3317,1788,910,2698,213,152,365,205,138,343,162,112,274,8918,6398,15316,8755,6493,15248,8200,6386,14586
30604,721,434,1155,741,515,1256,718,509,1227,482,490,972,478,543,1021,568,614,1182,800,182,982,897,167,1064,881,191,1072,294,489,783,323,559,882,296,621,917,120,659,779,117,708,825,143,749,892,196,412,608,207,469,676,219,449,668,323,39,362,296,9,305,315,24,339,493,317,810,568,326,894,474,312,786,77,60,137,74,47,121,80,43,123,3506,3082,6588,3701,3343,7044,3694,3512,7206
30605,1564,930,2494,1472,857,2329,1443,861,2304,823,1071,1894,814,1240,2054,862,1405,2267,1536,295,1831,1757,353,2110,1918,369,2287,451,913,1364,437,1053,1490,485,1218,1703,258,1275,1533,260,1343,1603,280,1533,1813,428,785,1213,467,856,1323,433,993,1426,916,117,1033,939,59,998,1075,80,1155,1173,716,1889,1303,855,2158,1292,856,2148,204,154,358,173,128,301,158,133,291,7353,6256,13609,7622,6744,14366,7946,7448,15394
30701,3900,1888,5788,3522,1771,5293,3363,1683,5046,703,1175,1878,735,1327,2062,1056,1543,2599,1841,336,2177,2233,371,2604,2862,444,3306,313,1105,1418,282,1201,1483,364,1308,1672,289,1641,1930,276,1712,1988,357,2017,2374,459,774,1233,505,890,1395,459,928,1387,1716,172,1888,1777,131,1908,2452,167,2619,2024,850,2874,2173,1136,3309,2057,1172,3229,260,190,450,209,154,363,275,151,426,11505,8131,19636,11712,8693,20405,13245,9413,22658
30702,2992,1383,4375,2603,1288,3891,2458,1134,3592,699,902,1601,619,1041,1660,724,1228,1952,2314,280,2594,2155,337,2492,2405,397,2802,296,796,1092,246,922,1168,261,1060,1321,305,1463,1768,278,1587,1865,274,1675,1949,432,754,1186,438,827,1265,455,874,1329,1349,130,1479,1439,117,1556,1733,150,1883,1937,976,2913,1889,1087,2976,1710,1095,2805,181,136,317,175,98,273,198,95,293,10505,6820,17325,9842,7304,17146,10218,7708,17926
30703,2177,1036,3213,2020,1037,3057,1899,1030,2929,676,940,1616,685,1050,1735,715,1228,1943,1449,316,1765,1584,335,1919,1746,397,2143,257,809,1066,272,1036,1308,298,1236,1534,284,1158,1442,276,1371,1647,298,1467,1765,414,740,1154,421,814,1235,508,968,1476,1016,144,1160,1155,166,1321,1245,139,1384,1532,879,2411,1769,1097,2866,1720,1013,2733,146,116,262,149,93,242,132,104,236,7951,6138,14089,8331,6999,15330,8561,7582,16143
30801,1586,787,2373,1532,800,2332,1576,806,2382,631,708,1339,740,868,1608,885,1100,1985,1899,294,2193,3020,345,3365,3501,323,3824,175,581,756,144,647,791,182,778,960,223,1097,1320,249,1366,1615,272,1586,1858,253,620,873,279,687,966,228,703,931,2343,146,2489,3014,204,3218,3521,323,3844,1159,640,1799,1231,826,2057,1239,899,2138,147,74,221,215,105,320,232,137,369,8416,4947,13363,10424,5848,16272,11636,6655,18291
30802,2664,1401,4065,2637,1449,4086,2671,1542,4213,1468,1687,3155,1683,2105,3788,2109,2498,4607,4711,528,5239,5901,729,6630,7150,818,7968,415,1450,1865,451,1695,2146,463,2007,2470,559,2504,3063,552,2994,3546,622,3395,4017,629,1550,2179,708,1787,2495,688,2131,2819,3222,375,3597,3998,364,4362,4848,534,5382,2386,1346,3732,2893,1741,4634,3123,1812,4935,363,164,527,463,171,634,521,227,748,16417,11005,27422,19286,13035,32321,22195,14964,37159
30803,2817,1512,4329,2891,1720,4611,3017,1927,4944,2660,3304,5964,2870,3885,6755,3108,4676,7784,5225,824,6049,6316,975,7291,7324,1006,8330,1211,2643,3854,1213,3054,4267,1362,3777,5139,1216,4454,5670,1171,5085,6256,1191,5665,6856,1507,2572,4079,1624,2845,4469,1583,3142,4725,2590,291,2881,3188,216,3404,4240,354,4594,3628,1915,5543,3722,2057,5779,3603,2259,5862,455,323,778,431,283,714,552,395,947,21309,17838,39147,23426,20120,43546,25980,23201,49181
30901,2014,1183,3197,2422,1366,3788,2380,1485,3865,1939,1925,3864,2258,2445,4703,2719,3241,5960,3244,533,3777,3556,613,4169,3544,644,4188,1045,1622,2667,935,1830,2765,1163,2243,3406,690,3054,3744,678,3179,3857,748,3273,4021,1547,2077,3624,1466,2194,3660,1454,2273,3727,947,169,1116,921,116,1037,967,112,1079,1514,786,2300,1797,794,2591,1631,794,2425,343,261,604,266,222,488,309,225,534,13283,11610,24893,14299,12759,27058,14915,14290,29205
30902,1335,754,2089,1480,905,2385,1503,1002,2505,1214,1478,2692,1527,1944,3471,1743,2477,4220,2781,425,3206,3433,495,3928,3248,495,3743,664,1292,1956,670,1620,2290,797,1899,2696,498,2375,2873,603,2607,3210,575,2719,3294,1015,1566,2581,1081,1815,2896,1072,1796,2868,956,165,1121,1030,124,1154,973,121,1094,1286,670,1956,1691,793,2484,1576,756,2332,219,183,402,224,195,419,248,140,388,9968,8908,18876,11739,10498,22237,11735,11405,23140
30903,1587,901,2488,1942,1116,3058,2024,1239,3263,1297,1458,2755,1636,1942,3578,1855,2430,4285,2842,462,3304,3413,563,3976,3324,542,3866,684,1429,2113,764,1824,2588,868,2002,2870,600,2406,3006,693,2899,3592,703,3056,3759,1223,1861,3084,1297,2117,3414,1344,2175,3519,1015,222,1237,1122,144,1266,1227,160,1387,1430,946,2376,1845,1044,2889,1696,961,2657,265,198,463,321,194,515,299,220,519,10943,9883,20826,13033,11843,24876,13340,12785,26125
30904,678,363,1041,731,417,1148,735,454,1189,591,539,1130,680,767,1447,707,884,1591,850,134,984,1194,240,1434,1158,215,1373,325,391,716,241,526,767,267,592,859,145,613,758,157,787,944,197,860,1057,175,302,477,227,395,622,238,379,617,306,60,366,384,52,436,381,55,436,402,222,624,524,292,816,494,295,789,74,55,129,85,61,146,95,76,171,3546,2679,6225,4223,3537,7760,4272,3810,8082
30905,821,448,1269,1004,537,1541,1142,660,1802,849,905,1754,943,1097,2040,1253,1540,2793,1536,228,1764,1952,307,2259,2007,352,2359,292,665,957,329,808,1137,455,1025,1480,299,1355,1654,346,1656,2002,374,1852,2226,527,854,1381,583,1038,1621,658,1130,1788,566,93,659,579,63,642,599,60,659,635,341,976,872,417,1289,907,449,1356,108,92,200,132,94,226,135,129,264,5633,4981,10614,6740,6017,12757,7530,7197,14727
30906,1532,812,2344,1846,1093,2939,2066,1242,3308,1183,1356,2539,1548,1915,3463,1902,2562,4464,3008,395,3403,4185,605,4790,4285,680,4965,661,1228,1889,709,1699,2408,922,2239,3161,504,2510,3014,707,3348,4055,804,3629,4433,982,1678,2660,1282,2199,3481,1330,2310,3640,1245,225,1470,1486,220,1706,1631,204,1835,1436,833,2269,2083,1096,3179,2113,1137,3250,243,184,427,295,188,483,288,205,493,10794,9221,20015,14141,12363,26504,15341,14208,29549
30907,1806,857,2663,2806,1390,4196,4025,2080,6105,1171,1378,2549,1910,2253,4163,2881,3842,6723,3038,420,3458,4945,739,5684,6360,1017,7377,506,1100,1606,749,1934,2683,1154,3051,4205,557,2559,3116,887,4179,5066,1256,5834,7090,1018,1528,2546,1555,2355,3910,1948,3208,5156,1281,244,1525,1866,221,2087,2720,280,3000,1406,779,2185,2269,1155,3424,2973,1381,4354,217,193,410,366,267,633,500,378,878,11000,9058,20058,17353,14493,31846,23817,21071,44888
30908,1065,566,1631,1550,897,2447,1596,961,2557,966,905,1871,1503,1550,3053,1786,2068,3854,1470,258,1728,2316,382,2698,2350,420,2770,493,752,1245,604,1305,1909,781,1577,2358,390,1629,2019,581,2349,2930,635,2559,3194,836,1259,2095,1155,1813,2968,1165,1880,3045,476,112,588,631,90,721,681,68,749,662,381,1043,1102,624,1726,1168,614,1782,147,132,279,213,156,369,190,161,351,6505,5994,12499,9655,9166,18821,10352,10308,20660
30909,1362,748,2110,1602,922,2524,1553,951,2504,1471,1678,3149,1839,2063,3902,2107,2548,4655,2743,445,3188,3229,555,3784,3079,564,3643,713,1302,2015,803,1665,2468,929,2002,2931,564,2418,2982,661,2684,3345,687,2752,3439,1113,1637,2750,1212,1949,3161,1223,1897,3120,893,194,1087,931,153,1084,1032,129,1161,1303,784,2087,1748,939,2687,1716,924,2640,236,154,390,252,191,443,253,203,456,10398,9360,19758,12277,11121,23398,12579,11970,24549
30910,1887,966,2853,2022,1116,3138,1957,1059,3016,1608,1278,2886,1651,1492,3143,1947,1758,3705,1528,283,1811,1743,368,2111,1913,352,2265,677,1017,1694,628,1056,1684,807,1356,2163,491,1943,2434,501,1865,2366,540,2048,2588,1107,1282,2389,1092,1348,2440,1158,1468,2626,503,92,595,520,61,581,663,64,727,757,399,1156,922,429,1351,1097,566,1663,267,224,491,255,175,430,276,180,456,8825,7484,16309,9334,7910,17244,10358,8851,19209
