region_id,2011_Census_Christianity_Seventh_day_Adventist_0_14_years,2011_Census_Christianity_Seventh_day_Adventist_15_24_years,2011_Census_Christianity_Seventh_day_Adventist_25_34_years,2011_Census_Christianity_Seventh_day_Adventist_35_44_years,2011_Census_Christianity_Seventh_day_Adventist_45_54_years,2011_Census_Christianity_Seventh_day_Adventist_55_64_years,2011_Census_Christianity_Seventh_day_Adventist_65_74_years,2011_Census_Christianity_Seventh_day_Adventist_75_84_years,2011_Census_Christianity_Seventh_day_Adventist_85_years_and_over,2011_Census_Christianity_Seventh_day_Adventist_Total,2011_Census_Christianity_Uniting_Church_0_14_years,2011_Census_Christianity_Uniting_Church_15_24_years,2011_Census_Christianity_Uniting_Church_25_34_years,2011_Census_Christianity_Uniting_Church_35_44_years,2011_Census_Christianity_Uniting_Church_45_54_years,2011_Census_Christianity_Uniting_Church_55_64_years,2011_Census_Christianity_Uniting_Church_65_74_years,2011_Census_Christianity_Uniting_Church_75_84_years,2011_Census_Christianity_Uniting_Church_85_years_and_over,2011_Census_Christianity_Uniting_Church_Total,2011_Census_Christianity_Christian_nfd_0_14_years,2011_Census_Christianity_Christian_nfd_15_24_years,2011_Census_Christianity_Christian_nfd_25_34_years,2011_Census_Christianity_Christian_nfd_35_44_years,2011_Census_Christianity_Christian_nfd_45_54_years,2011_Census_Christianity_Christian_nfd_55_64_years,2011_Census_Christianity_Christian_nfd_65_74_years,2011_Census_Christianity_Christian_nfd_75_84_years,2011_Census_Christianity_Christian_nfd_85_years_and_over,2011_Census_Christianity_Christian_nfd_Total,2011_Census_Christianity_Other_Christian_0_14_years,2011_Census_Christianity_Other_Christian_15_24_years,2011_Census_Christianity_Other_Christian_25_34_years,2011_Census_Christianity_Other_Christian_35_44_years,2011_Census_Christianity_Other_Christian_45_54_years,2011_Census_Christianity_Other_Christian_55_64_years,2011_Census_Christianity_Other_Christian_65_74_years,2011_Census_Christianity_Other_Christian_75_84_years,2011_Census_Christianity_Other_Christian_85_years_and_over,2011_Census_Christianity_Other_Christian_Total,2011_Census_Christianity_Total_0_14_years,2011_Census_Christianity_Total_15_24_years,2011_Census_Christianity_Total_25_34_years,2011_Census_Christianity_Total_35_44_years,2011_Census_Christianity_Total_45_54_years,2011_Census_Christianity_Total_55_64_years,2011_Census_Christianity_Total_65_74_years,2011_Census_Christianity_Total_75_84_years,2011_Census_Christianity_Total_85_years_and_over,2011_Census_Christianity_Total_Total,2011_Census_Hinduism_0_14_years,2011_Census_Hinduism_15_24_years,2011_Census_Hinduism_25_34_years,2011_Census_Hinduism_35_44_years,2011_Census_Hinduism_45_54_years,2011_Census_Hinduism_55_64_years,2011_Census_Hinduism_65_74_years,2011_Census_Hinduism_75_84_years,2011_Census_Hinduism_85_years_and_over,2011_Census_Hinduism_Total,2011_Census_Islam_0_14_years,2011_Census_Islam_15_24_years,2011_Census_Islam_25_34_years,2011_Census_Islam_35_44_years,2011_Census_Islam_45_54_years,2011_Census_Islam_55_64_years,2011_Census_Islam_65_74_years,2011_Census_Islam_75_84_years,2011_Census_Islam_85_years_and_over,2011_Census_Islam_Total,2011_Census_Judaism_0_14_years,2011_Census_Judaism_15_24_years,2011_Census_Judaism_25_34_years,2011_Census_Judaism_35_44_years,2011_Census_Judaism_45_54_years,2011_Census_Judaism_55_64_years,2011_Census_Judaism_65_74_years,2011_Census_Judaism_75_84_years,2011_Census_Judaism_85_years_and_over,2011_Census_Judaism_Total,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_0_14_years,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_15_24_years,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_25_34_years,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_35_44_years,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_45_54_years,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_55_64_years,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_65_74_years,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_75_84_years,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_85_years_and_over,2011_Census_Other_Religions_Australian_Aboriginal_Traditional_Religions_Total,2011_Census_Other_Religions_Other_Religious_Groups_0_14_years,2011_Census_Other_Religions_Other_Religious_Groups_15_24_years,2011_Census_Other_Religions_Other_Religious_Groups_25_34_years,2011_Census_Other_Religions_Other_Religious_Groups_35_44_years,2011_Census_Other_Religions_Other_Religious_Groups_45_54_years,2011_Census_Other_Religions_Other_Religious_Groups_55_64_years,2011_Census_Other_Religions_Other_Religious_Groups_65_74_years,2011_Census_Other_Religions_Other_Religious_Groups_75_84_years,2011_Census_Other_Religions_Other_Religious_Groups_85_years_and_over,2011_Census_Other_Religions_Other_Religious_Groups_Total,2011_Census_Other_Religions_Total_0_14_years,2011_Census_Other_Religions_Total_15_24_years,2011_Census_Other_Religions_Total_25_34_years,2011_Census_Other_Religions_Total_35_44_years,2011_Census_Other_Religions_Total_45_54_years,2011_Census_Other_Religions_Total_55_64_years,2011_Census_Other_Religions_Total_65_74_years,2011_Census_Other_Religions_Total_75_84_years,2011_Census_Other_Religions_Total_85_years_and_over,2011_Census_Other_Religions_Total_Total,2011_Census_No_religion_0_14_years,2011_Census_No_religion_15_24_years,2011_Census_No_religion_25_34_years,2011_Census_No_religion_35_44_years,2011_Census_No_religion_45_54_years,2011_Census_No_religion_55_64_years,2011_Census_No_religion_65_74_years,2011_Census_No_religion_75_84_years,2011_Census_No_religion_85_years_and_over,2011_Census_No_religion_Total,2011_Census_Other_religious_affiliation_0_14_years,2011_Census_Other_religious_affiliation_15_24_years,2011_Census_Other_religious_affiliation_25_34_years,2011_Census_Other_religious_affiliation_35_44_years,2011_Census_Other_religious_affiliation_45_54_years,2011_Census_Other_religious_affiliation_55_64_years,2011_Census_Other_religious_affiliation_65_74_years,2011_Census_Other_religious_affiliation_75_84_years,2011_Census_Other_religious_affiliation_85_years_and_over,2011_Census_Other_religious_affiliation_Total,2011_Census_Religious_affiliation_not_stated_0_14_years,2011_Census_Religious_affiliation_not_stated_15_24_years,2011_Census_Religious_affiliation_not_stated_25_34_years,2011_Census_Religious_affiliation_not_stated_35_44_years,2011_Census_Religious_affiliation_not_stated_45_54_years,2011_Census_Religious_affiliation_not_stated_55_64_years,2011_Census_Religious_affiliation_not_stated_65_74_years,2011_Census_Religious_affiliation_not_stated_75_84_years,2011_Census_Religious_affiliation_not_stated_85_years_and_over,2011_Census_Religious_affiliation_not_stated_Total,2011_Census_Overseas_visitors_0_14_years,2011_Census_Overseas_visitors_15_24_years,2011_Census_Overseas_visitors_25_34_years,2011_Census_Overseas_visitors_35_44_years,2011_Census_Overseas_visitors_45_54_years,2011_Census_Overseas_visitors_55_64_years,2011_Census_Overseas_visitors_65_74_years,2011_Census_Overseas_visitors_75_84_years,2011_Census_Overseas_visitors_85_years_and_over,2011_Census_Overseas_visitors_Total,2011_Census_Total_0_14_years,2011_Census_Total_15_24_years,2011_Census_Total_25_34_years,2011_Census_Total_35_44_years,2011_Census_Total_45_54_years,2011_Census_Total_55_64_years,2011_Census_Total_65_74_years,2011_Census_Total_75_84_years,2011_Census_Total_85_years_and_over,2011_Census_Total_Total
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,9
12403,52,23,38,25,31,30,8,10,0,217,530,500,375,423,511,521,279,148,87,3374,644,424,350,351,318,242,103,30,14,2476,24,20,26,7,15,17,9,3,0,121,19234,12346,12324,13356,12795,11591,6108,3093,1224,92071,270,149,245,232,160,98,42,19,3,1218,452,251,313,239,158,118,57,26,0,1614,3,7,6,3,8,5,5,3,0,40,7,8,5,0,6,5,0,0,0,31,195,178,263,170,122,74,42,15,0,1059,202,186,268,170,128,79,42,15,0,1090,5234,3348,3621,2610,1816,1229,478,181,71,18588,131,154,222,156,68,41,16,5,4,797,1755,1153,1216,1027,1019,887,505,296,142,8000,50,67,55,41,37,57,33,11,0,351,27484,17804,18443,18046,16371,14217,7319,3665,1448,124797
12404,14,6,10,8,8,12,5,3,3,69,199,207,145,150,195,155,106,81,36,1274,189,117,122,95,104,70,23,20,14,754,3,3,0,3,3,3,3,3,0,21,5407,3750,3326,3656,3733,2933,1830,1084,506,26225,9,7,31,12,5,4,9,0,0,77,37,29,27,18,22,15,5,0,0,153,0,4,4,6,5,9,3,0,0,31,0,3,0,3,0,0,0,0,0,6,34,19,32,27,26,19,5,3,4,169,34,22,32,30,26,19,5,3,4,175,1487,1123,980,708,646,385,138,78,30,5575,54,84,60,49,39,17,8,0,0,311,528,641,474,445,355,280,169,89,54,3035,20,29,27,8,8,10,7,0,0,109,7598,5727,5006,4967,4880,3707,2189,1258,594,35926
12405,57,26,26,31,35,31,15,3,4,228,255,288,152,142,239,177,77,35,19,1384,239,183,163,103,127,86,22,9,0,932,21,17,11,18,18,14,11,4,3,117,7658,5906,5172,5239,5958,4715,2291,1082,331,38352,206,123,177,152,145,76,28,11,3,921,476,261,288,236,194,124,66,13,3,1661,0,3,3,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,68,42,103,44,57,29,14,6,0,363,68,42,103,44,57,29,14,6,0,363,1827,1234,1185,775,702,417,155,62,17,6374,60,61,55,38,49,14,8,0,3,288,822,513,462,395,435,315,204,111,83,3340,11,18,22,11,19,29,19,3,3,135,11218,8233,7550,6964,7652,5793,2797,1297,446,51950
12501,31,15,22,25,17,16,6,8,0,140,301,240,267,222,204,181,84,52,29,1580,223,242,264,210,142,84,37,11,7,1220,15,15,8,15,10,5,3,3,0,74,4257,3321,4162,3667,3488,2991,1907,1309,651,25753,498,652,1519,445,302,217,86,44,13,3776,5683,3383,3816,2597,1751,958,480,146,20,18834,6,5,4,6,3,5,6,0,0,35,0,0,4,0,0,0,0,0,0,4,94,169,336,87,42,46,16,0,3,793,94,169,340,87,42,46,16,0,3,797,1929,1816,2351,1564,1631,987,353,160,48,10839,41,59,80,53,35,21,8,5,3,305,1270,1258,1865,1158,993,578,256,144,55,7577,101,97,163,66,134,173,68,25,0,827,14734,11714,15392,10727,9701,6869,3541,2061,872,75611
12502,13,4,17,12,11,12,5,10,0,84,374,285,193,287,351,311,295,216,88,2400,281,205,156,177,181,139,81,29,13,1262,18,16,12,11,21,10,9,11,0,108,6676,4457,3618,4963,5300,4401,3307,2225,754,35701,309,221,236,257,259,167,66,32,10,1557,420,316,287,233,240,122,51,16,3,1688,16,5,15,12,13,15,6,9,0,91,0,0,0,0,0,0,0,0,0,0,60,100,117,107,92,62,26,26,3,593,60,100,117,107,92,62,26,26,3,593,2620,1903,1830,1895,2023,1195,583,281,46,12376,31,70,55,58,48,25,3,7,0,297,694,454,457,471,500,383,293,277,180,3709,62,77,72,52,72,134,102,27,3,601,11284,7920,7106,8553,9159,6882,4627,2968,1012,59511
12503,115,78,72,67,52,39,17,17,7,464,391,357,254,289,353,318,261,161,75,2459,400,303,306,216,221,146,68,34,13,1707,44,32,36,33,32,32,17,5,4,235,14376,10150,10050,10031,9879,9209,6512,4430,1806,76443,744,468,1467,599,324,230,91,44,10,3977,8466,4387,4724,3221,2047,1098,439,152,20,24554,3,3,6,3,11,8,3,6,0,43,0,3,0,0,0,0,0,0,0,3,244,234,502,174,110,97,41,13,3,1418,244,237,502,174,110,97,41,13,3,1421,2086,1756,1990,1540,1602,1003,400,269,94,10740,77,106,108,65,59,35,12,9,4,475,2101,1369,1668,1242,1093,879,529,451,230,9562,46,95,87,50,84,160,87,14,3,626,29469,19596,21665,18227,16728,13739,8521,5658,2222,135825
12504,62,39,47,70,58,36,17,14,7,350,557,387,419,487,468,493,408,294,175,3688,390,293,403,350,248,176,84,44,22,2010,46,23,36,36,28,27,13,10,4,223,10815,7052,9287,9403,8172,7411,5676,3579,1768,63163,4484,1819,7905,3138,1199,656,287,145,22,19655,1823,1107,1771,1139,637,371,184,66,12,7110,26,5,19,24,7,11,10,4,8,114,9,0,0,0,0,0,0,0,0,9,541,581,1494,410,205,119,51,32,5,3438,550,581,1494,410,205,119,51,32,5,3447,3184,2721,4015,2862,2434,1487,695,368,102,17868,104,126,234,128,73,43,14,3,3,728,1653,1482,2417,1503,1225,819,479,391,358,10327,182,194,339,198,295,629,259,43,4,2143,23351,15523,28349,19536,14908,12000,7806,4747,2316,128536
12601,12,12,18,9,11,16,9,7,9,103,311,275,137,214,319,297,249,234,106,2142,193,181,145,129,183,111,45,25,9,1021,7,5,3,7,4,12,7,4,4,53,4706,3457,2197,3235,3933,3235,2337,1669,781,25550,350,274,319,287,335,169,40,20,14,1808,105,71,104,78,62,47,8,3,0,478,8,6,4,17,9,18,4,7,5,78,0,0,0,0,0,0,0,0,0,0,58,46,51,60,58,46,9,4,0,332,58,46,51,60,58,46,9,4,0,332,1765,1934,1408,1365,1660,1192,520,266,70,10180,26,65,41,31,28,12,3,0,0,206,355,298,222,219,274,274,177,107,59,1985,43,101,66,48,57,105,60,19,0,499,7645,6477,4644,5602,6790,5334,3260,2140,946,42838
12602,12,28,31,33,30,18,21,13,4,190,479,427,427,458,559,548,376,278,187,3739,354,321,407,371,290,254,137,89,51,2274,20,22,24,26,29,19,16,8,9,173,12711,8441,8638,10523,10033,8471,5983,4784,2452,72036,513,377,1087,445,284,211,103,48,17,3085,509,423,617,376,214,159,71,35,4,2408,57,30,43,65,55,81,82,105,228,746,0,0,3,4,0,0,0,0,0,7,123,133,247,145,113,73,33,18,3,888,123,133,250,149,113,73,33,18,3,895,4210,5245,5355,3978,3553,2474,1064,629,199,26707,74,173,172,131,95,42,18,8,8,721,1278,1356,1365,1019,1056,810,500,399,225,8008,108,747,338,176,194,349,173,41,3,2129,20099,17698,18926,17707,16373,13249,8320,6232,3186,121790
12701,45,26,29,25,36,32,10,6,4,213,138,136,94,96,138,113,64,31,3,813,420,264,238,202,172,109,32,13,5,1455,27,23,16,10,21,8,9,6,0,120,11253,7710,6252,7532,7662,5421,3245,1625,414,51114,560,382,432,437,489,219,80,45,4,2648,2797,1263,1267,992,781,439,181,45,3,7768,3,0,0,3,0,0,0,0,3,9,0,0,3,0,0,3,0,0,0,6,167,125,119,91,92,64,18,5,3,684,167,125,122,91,92,67,18,5,3,690,1602,1040,859,731,638,392,148,78,14,5502,48,49,41,45,33,16,0,4,0,236,1388,845,673,685,709,494,339,164,43,5340,20,41,39,28,38,35,32,9,4,246,19290,12479,10638,11693,11595,7724,4229,2045,511,80204
12702,116,81,84,61,71,66,48,23,7,557,325,261,167,182,251,194,121,89,28,1618,688,486,439,340,351,245,109,76,26,2760,43,30,40,18,38,26,15,13,0,223,19151,14710,12458,13088,14201,12525,8316,5227,1547,101223,203,180,247,165,194,137,53,16,5,1200,2305,1197,1228,969,742,507,209,64,8,7229,0,0,3,3,3,3,8,0,0,20,0,0,0,0,3,0,0,0,0,3,277,252,260,164,181,118,60,32,11,1355,277,252,260,164,184,118,60,32,11,1358,2998,2600,2301,1650,1680,1203,482,323,76,13313,145,121,112,100,78,52,36,16,3,663,2253,1426,1210,1200,1258,1024,623,388,159,9541,69,107,97,84,92,93,52,10,3,607,35507,26407,23412,23956,25447,20130,11545,7181,2201,175786
12703,90,52,45,43,31,20,15,3,3,302,303,182,241,244,232,198,117,57,36,1610,391,287,255,231,207,111,60,30,9,1581,79,31,38,53,41,23,19,4,5,293,13016,8070,8651,9460,8670,6914,4488,2606,865,62740,1448,677,1318,1174,881,381,159,60,4,6102,3931,1818,2027,1677,1159,573,230,57,11,11483,0,5,7,3,0,10,6,3,0,34,0,0,0,0,0,0,0,0,0,0,817,542,578,439,325,206,144,44,7,3102,817,542,578,439,325,206,144,44,7,3102,2042,1590,1547,1202,1058,646,251,125,32,8493,98,97,102,77,51,32,15,3,0,475,1787,1084,1313,1038,952,770,457,319,147,7867,57,63,78,47,80,148,88,26,0,587,23982,14458,16208,15862,13840,10070,5977,3330,1090,104817
12801,9,3,14,7,9,7,4,3,0,56,561,467,347,457,580,566,469,453,198,4098,311,225,217,195,220,190,92,45,23,1518,12,13,8,20,32,13,17,3,7,125,13563,8606,8769,10854,10589,9322,6865,5514,2375,76457,79,58,95,72,63,36,19,6,4,432,178,126,134,123,101,86,39,11,6,804,20,10,12,29,25,34,22,11,5,168,0,0,0,0,0,0,0,0,0,0,20,37,82,46,42,30,10,7,0,274,20,37,82,46,42,30,10,7,0,274,3493,2464,3022,2497,2240,1678,848,504,176,16922,77,136,130,97,78,33,9,6,0,566,1048,697,942,778,779,678,539,478,293,6232,80,85,82,70,46,86,43,9,0,501,18706,12361,13462,14806,14212,12165,8462,6579,2865,103618
12802,21,5,13,10,13,7,10,3,0,82,770,681,362,528,727,691,436,262,121,4578,448,283,259,240,279,187,81,38,11,1826,18,15,20,22,22,23,11,13,3,147,16123,10519,8403,11447,11915,10226,6084,3341,1413,79471,83,78,113,83,70,64,29,6,3,529,201,156,148,110,125,84,25,13,0,862,15,13,12,28,19,24,20,3,3,137,3,3,0,0,4,0,0,0,0,10,37,29,56,55,47,42,12,6,0,284,40,32,56,55,51,42,12,6,0,294,3942,2537,2540,2557,2216,1690,671,293,109,16555,81,142,102,102,85,37,12,10,3,574,1003,627,649,658,668,593,371,285,207,5061,36,83,66,41,25,53,28,8,3,343,21643,14307,12226,15269,15384,12969,7302,3984,1745,104829
19797,0,0,0,0,0,0,3,0,0,3,5,0,4,6,15,36,32,34,7,139,3,3,3,0,3,6,3,5,0,26,0,0,0,0,0,0,0,0,0,0,76,37,43,89,185,306,349,186,25,1296,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,0,14,0,0,0,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,9,0,3,0,3,0,0,3,0,0,9,35,31,30,39,56,67,55,20,5,338,0,3,3,3,0,0,3,0,0,12,28,25,24,46,55,94,85,49,5,411,0,47,52,14,16,13,16,5,0,163,142,146,162,202,315,483,515,263,38,2266
20101,33,15,31,21,23,21,15,13,3,175,1130,947,634,946,1366,1296,1033,825,393,8570,369,241,225,212,168,169,73,43,22,1522,5,8,14,12,14,16,15,4,3,91,10152,8062,5750,7308,8447,7591,5419,3802,1660,58191,59,34,117,55,21,7,6,0,0,299,84,64,109,48,20,14,0,0,0,339,3,9,0,3,3,10,6,3,0,37,0,0,6,0,3,0,0,0,0,9,46,98,95,77,47,48,12,4,0,427,46,98,101,77,50,48,12,4,0,436,6399,4910,4298,3634,2779,2050,819,396,151,25436,128,258,203,158,111,46,15,6,4,929,1718,1290,984,1017,971,925,616,418,169,8108,48,94,47,21,33,38,18,14,0,313,18698,14931,11730,12428,12542,10803,6936,4648,1987,94703
20102,14,7,0,8,9,4,4,5,3,54,249,163,123,209,308,320,260,157,76,1865,102,49,51,63,63,88,30,22,0,468,3,3,3,3,3,5,3,3,0,26,2413,1425,1030,1878,2493,2599,1840,1025,399,15102,3,3,4,5,4,4,3,5,0,31,5,5,7,3,3,7,4,3,0,37,3,0,4,13,5,10,3,0,0,38,0,0,0,0,0,0,0,0,0,0,32,15,28,44,50,40,15,0,5,229,32,15,28,44,50,40,15,0,5,229,1871,892,808,1218,1213,1128,450,141,36,7757,51,41,55,64,40,31,14,3,0,299,518,247,214,317,367,379,247,117,53,2459,7,15,18,12,15,10,3,3,0,83,4937,2658,2198,3605,4261,4263,2598,1301,493,26314
20103,10,6,0,10,8,9,10,4,0,57,256,193,110,212,370,465,352,245,130,2333,90,35,27,53,45,47,41,14,5,357,6,4,4,0,0,7,3,0,0,24,2076,1264,876,1580,2293,2657,2155,1238,447,14586,3,0,0,7,0,0,0,0,0,10,15,0,4,11,4,0,0,0,0,34,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,15,9,25,29,10,6,4,0,118,20,15,9,25,29,10,6,4,0,118,1517,773,680,846,772,758,469,162,41,6018,52,37,20,45,29,20,7,3,0,213,400,206,180,262,294,352,261,148,63,2166,4,6,5,4,5,3,3,0,0,30,4097,2313,1788,2797,3453,3835,2909,1558,551,23301
20201,29,22,9,15,19,9,16,15,7,141,931,750,612,820,1218,1247,953,787,408,7726,492,338,309,270,237,201,95,42,11,1995,3,10,6,6,4,10,3,5,0,47,9078,6888,5416,6582,7557,7063,5000,3736,1766,53086,40,44,82,38,22,9,6,0,0,241,49,46,58,26,14,8,5,0,0,206,4,7,3,7,0,8,0,0,0,29,6,0,3,0,3,0,0,0,0,12,28,60,75,49,32,24,14,4,3,289,34,60,78,49,35,24,14,4,3,301,5997,4327,4007,3026,2315,1856,810,343,119,22800,115,198,175,128,95,47,16,9,3,786,1447,1144,817,811,809,706,480,404,189,6807,25,58,40,25,24,18,3,6,0,199,16879,12887,10792,10837,10965,9832,6359,4511,2080,85142
20202,0,7,6,5,4,7,4,4,0,37,423,310,132,358,563,587,512,318,123,3326,210,93,76,121,141,129,79,27,19,895,3,7,4,6,9,13,3,8,0,53,3534,2217,1314,2799,3782,3863,2955,1662,656,22782,3,3,10,9,10,7,3,0,0,45,3,14,3,9,3,6,3,3,3,47,3,3,4,4,12,7,4,0,3,40,6,5,3,0,3,0,0,0,0,17,24,20,37,55,68,55,10,4,0,273,30,25,40,55,71,55,10,4,0,290,3361,1695,1312,2087,2147,1937,913,310,92,13854,98,75,68,92,99,48,15,3,3,501,785,508,441,600,622,634,459,277,174,4500,28,36,25,21,11,24,6,5,0,156,7892,4608,3243,5785,6860,6658,4400,2268,934,42648
20203,0,0,0,0,4,5,0,4,0,13,150,100,68,124,227,273,182,133,71,1328,46,20,19,26,23,24,17,9,0,184,0,0,0,3,0,3,0,0,0,6,1047,563,433,788,1215,1304,949,629,238,7166,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,14,7,3,0,0,39,3,5,3,4,14,7,3,0,0,39,699,299,286,339,371,340,139,53,14,2540,7,4,4,9,7,9,5,0,0,45,257,126,78,144,149,149,102,77,20,1102,0,3,3,3,3,5,0,0,0,17,2022,1003,813,1295,1771,1833,1208,759,272,10976
20301,14,4,0,9,16,5,5,4,0,57,199,132,77,164,208,230,152,80,41,1283,112,55,52,42,71,43,21,4,0,400,0,5,0,0,4,0,0,0,0,9,2005,997,810,1414,1630,1497,865,439,172,9829,4,0,3,6,3,0,0,0,0,16,7,3,0,3,3,0,0,0,0,16,0,3,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,6,14,9,5,14,11,0,0,0,59,6,14,9,5,14,11,0,0,0,59,1325,607,608,722,643,472,163,65,24,4629,42,18,21,35,13,17,3,0,3,152,353,131,119,197,206,154,80,39,11,1290,3,15,10,3,6,5,3,3,0,48,3752,1802,1593,2414,2541,2177,1120,549,210,16158
20302,47,27,47,30,22,37,20,23,4,257,1370,1155,839,1325,1745,1794,1442,1108,672,11450,793,590,465,463,491,418,188,91,40,3539,26,19,17,36,29,29,29,22,4,211,18134,13141,11334,14372,15902,14543,10453,7731,3431,109041,97,178,273,93,51,35,14,7,0,748,370,298,295,249,167,83,50,19,3,1534,10,14,10,11,8,10,6,5,3,77,3,3,0,4,3,0,0,0,0,13,94,148,249,121,100,68,27,12,3,822,97,151,249,125,103,68,27,12,3,835,9957,7530,7448,6147,4851,3311,1452,782,376,41854,207,386,337,251,150,113,28,10,5,1487,2822,2079,1902,1961,1863,1562,1055,796,394,14434,80,256,127,64,72,74,35,6,3,717,32029,24359,22300,23627,23444,19977,13161,9376,4223,172496
20303,3,3,6,3,3,3,3,5,0,29,494,350,246,442,690,794,682,525,246,4469,243,151,98,139,161,171,98,29,6,1096,3,3,0,3,9,8,7,3,0,36,5841,3262,2504,4449,5058,5240,4169,2808,1172,34503,9,3,10,7,9,10,3,0,0,51,22,11,19,12,17,4,7,0,0,92,6,7,7,10,3,8,3,0,0,44,0,0,3,0,0,0,0,0,0,3,27,23,23,36,37,29,13,0,0,188,27,23,26,36,37,29,13,0,0,191,4484,2132,2109,2886,2261,2062,941,364,153,17392,90,102,100,119,74,32,14,5,4,540,1155,567,410,645,709,712,425,272,134,5029,49,61,34,52,40,43,9,3,0,291,11749,6226,5279,8324,8327,8225,5606,3459,1466,58661
20401,25,12,18,15,20,16,5,9,3,123,358,273,182,327,504,590,479,313,154,3180,205,99,83,104,105,114,81,26,0,817,8,5,4,7,4,12,7,3,3,53,5019,3228,2442,3738,4801,4962,3799,2239,875,31103,16,7,20,11,10,3,4,0,0,71,25,13,26,10,15,0,0,0,0,89,10,55,7,13,4,5,9,3,0,106,3,3,0,0,0,0,3,0,0,9,21,30,55,34,38,25,14,3,0,220,24,33,55,34,38,25,17,3,0,229,3572,2301,1793,1954,1860,1606,811,323,83,14303,99,141,90,99,77,40,18,3,0,567,1043,595,460,554,708,668,455,274,84,4841,43,257,141,41,17,27,18,3,0,547,9882,6697,5079,6501,7611,7387,5152,2848,1042,52199
20402,7,12,4,5,11,16,14,4,5,78,396,253,208,335,524,675,504,423,202,3520,159,132,79,87,130,120,66,51,6,830,4,3,3,7,3,3,5,0,0,28,4698,2813,2287,3332,4424,4512,3308,2331,1009,28714,27,8,43,16,3,6,3,0,0,106,13,7,13,11,5,4,0,0,0,53,4,3,0,5,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,7,17,24,20,25,3,3,0,0,99,7,17,24,20,25,3,3,0,0,99,2582,1510,1301,1416,1370,1201,518,225,70,10193,42,65,66,63,46,23,6,3,0,314,725,384,304,410,445,428,341,292,169,3498,15,44,18,16,8,4,4,3,3,115,8159,4882,4100,5359,6374,6226,4198,2858,1255,43411
20403,34,12,14,21,18,20,16,9,5,149,602,442,322,476,764,822,582,386,160,4556,434,225,190,247,222,210,126,48,14,1716,3,3,3,3,7,7,14,3,3,46,8015,5258,4110,5825,6800,6282,4300,2534,1051,44175,44,38,53,45,23,10,9,3,0,225,32,21,23,28,23,4,0,3,0,134,9,10,4,3,11,8,8,0,0,53,0,0,0,0,0,0,0,0,0,0,36,32,52,50,40,33,12,3,0,258,36,32,52,50,40,33,12,3,0,258,4560,3138,2570,2464,2199,1757,719,265,110,17782,96,214,145,113,109,51,15,8,6,757,1213,857,609,791,695,650,420,235,90,5560,40,129,116,44,35,24,9,4,0,401,14111,9770,7772,9467,10024,8888,5520,3059,1261,69872
20501,37,24,12,32,11,17,17,10,3,163,399,254,163,283,472,506,432,284,141,2934,322,170,137,161,165,139,79,26,10,1209,3,7,0,0,7,5,8,3,3,36,4573,3020,2255,3147,3986,3814,2905,1733,669,26102,13,5,20,14,10,4,0,0,0,66,15,15,11,9,11,3,4,0,0,68,0,4,0,0,3,3,0,0,0,10,0,3,0,0,3,0,0,0,0,6,17,11,27,24,24,22,13,3,0,141,17,14,27,24,27,22,13,3,0,147,3091,1812,1652,1610,1429,1155,501,198,61,11509,66,72,65,60,41,33,11,4,0,352,785,449,332,415,488,458,353,224,102,3606,7,32,33,8,10,10,3,3,0,106,8608,5456,4427,5335,6046,5541,3800,2165,832,42210
